learning_rate,seed,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
0.01,654571,81,0.1524382750536309,0.95796,0.16481510035794728,0.9532
0.01,654571,82,0.15118299472706204,0.95836,0.16379471609085852,0.9537
0.01,654571,83,0.15001999877460623,0.95902,0.1630160183819215,0.954
0.01,654571,84,0.14874701302005566,0.95988,0.1622859591966895,0.9545
0.01,654571,85,0.14761750110257496,0.95944,0.1608189136357861,0.9544
0.01,654571,86,0.1464489489671239,0.96024,0.15989167276318822,0.9549
0.01,654571,87,0.1452714975130638,0.96064,0.15887207370426792,0.955
0.01,654571,88,0.14406819409655408,0.96096,0.15798249559580363,0.9559
0.01,654571,89,0.14293606226919395,0.96104,0.15718454661347328,0.9556
0.01,654571,90,0.14191828176252316,0.96148,0.1563839544497427,0.9559
0.01,654571,91,0.14077729136055564,0.9622,0.1550968392189552,0.9566
0.01,654571,92,0.13958193290040005,0.96218,0.15454034483075088,0.9565
0.01,654571,93,0.13855597352147783,0.9627,0.1540527699989768,0.9566
0.01,654571,94,0.13749432597298136,0.9628,0.15308574339504344,0.9565
0.01,654571,95,0.1364582068761538,0.96282,0.15244877488198427,0.9568
0.01,654571,96,0.13542834290311626,0.96316,0.1510986726032841,0.9572
0.01,654571,97,0.13432421590612753,0.96362,0.15043035537404106,0.9575
0.01,654571,98,0.1333943791671316,0.96392,0.1492631576214736,0.9576
0.01,654571,99,0.1323740063884227,0.96398,0.1489735331348806,0.9577
0.01,654571,100,0.1313768976021211,0.96442,0.14783898473582088,0.9584
0.01,89250,1,2.253236743599281,0.41662,2.1359997910876984,0.47
0.01,89250,2,1.744077526121533,0.63768,1.28609204691251,0.7225
0.01,89250,3,0.988281563035438,0.77482,0.7867559934091021,0.8162
0.01,89250,4,0.6793088368130829,0.832,0.6015364889148587,0.8464
0.01,89250,5,0.5509158456126646,0.8583,0.5103188968191625,0.8684
0.01,89250,6,0.4825295526649641,0.87346,0.45672966576989893,0.8772
0.01,89250,7,0.44017859527902037,0.88216,0.42131623671448626,0.8857
0.01,89250,8,0.41138129618422237,0.88758,0.397022289558715,0.8906
0.01,89250,9,0.39035171216382913,0.89278,0.3781918819552831,0.8936
0.01,89250,10,0.37456579020151903,0.89592,0.36357967878307984,0.8972
0.01,89250,11,0.36155374452992867,0.89878,0.351336713104035,0.9003
0.01,89250,12,0.3507250928711937,0.90106,0.3413060549836761,0.9028
0.01,89250,13,0.34155520213130774,0.90306,0.3330208372667439,0.905
0.01,89250,14,0.3333968003094193,0.90542,0.3251410387072936,0.9063
0.01,89250,15,0.32605163793955727,0.90708,0.3188104631158043,0.9103
0.01,89250,16,0.31958007648167336,0.90908,0.3126590752351418,0.9123
0.01,89250,17,0.31324447508741143,0.91096,0.3075567207005619,0.9127
0.01,89250,18,0.30777055051675817,0.91212,0.3011450387329464,0.914
0.01,89250,19,0.3021934173904973,0.91438,0.2962138992510017,0.9147
0.01,89250,20,0.29715732744188367,0.91558,0.2917970076913356,0.9173
0.01,89250,21,0.2922614224890987,0.91678,0.2874456391594483,0.9175
0.01,89250,22,0.28759653226730447,0.91872,0.2827588651232175,0.9186
0.01,89250,23,0.2829500038090628,0.91978,0.2793233926429695,0.9206
0.01,89250,24,0.2785716531982653,0.92136,0.27508437785823114,0.9203
0.01,89250,25,0.2742441050967536,0.92234,0.27080844440002677,0.9219
0.01,89250,26,0.2700452639642432,0.92392,0.2673804632290804,0.9239
0.01,89250,27,0.2659785933862442,0.92474,0.2639242783335653,0.9235
0.01,89250,28,0.26208736857673,0.92592,0.2597559546546843,0.9256
0.01,89250,29,0.25829302392582826,0.92742,0.25664502619971374,0.9267
0.01,89250,30,0.2545622485187934,0.92802,0.25336854619245236,0.9271
0.01,89250,31,0.2509021413826273,0.92932,0.25011290307484746,0.929
0.01,89250,32,0.2473735183768473,0.9304,0.24731057059624376,0.9295
0.01,89250,33,0.24395542035968562,0.93184,0.24417903445181388,0.9308
0.01,89250,34,0.24057738701514259,0.93238,0.24095530551757355,0.9315
0.01,89250,35,0.23735168332608184,0.9336,0.23766408271319106,0.933
0.01,89250,36,0.23415993033410043,0.93448,0.2350263692068059,0.9338
0.01,89250,37,0.2311100399602853,0.93542,0.23216321703903842,0.9341
0.01,89250,38,0.22808016128184402,0.93652,0.23015508201363788,0.9352
0.01,89250,39,0.22525018238692487,0.93748,0.22739357480839986,0.9351
0.01,89250,40,0.22230960116232126,0.9384,0.22519828440906053,0.9365
0.01,89250,41,0.21958886319507318,0.93878,0.2220436038984226,0.9371
0.01,89250,42,0.21688837063773025,0.93958,0.2204185215277811,0.9369
0.01,89250,43,0.2142449872884371,0.94032,0.2174506754708736,0.938
0.01,89250,44,0.2115131077020363,0.9411,0.21594521810062542,0.939
0.01,89250,45,0.20912353499153072,0.94248,0.21306378000563037,0.9388
0.01,89250,46,0.20658148799303996,0.94298,0.21143945003162784,0.9391
0.01,89250,47,0.2041859650018038,0.94358,0.20874230447004846,0.9401
0.01,89250,48,0.2018183060923773,0.94414,0.20669481898846453,0.9412
0.01,89250,49,0.19953881036346213,0.9446,0.20455779987451586,0.9418
0.01,89250,50,0.19715896224152918,0.94546,0.2026421041220835,0.9426
0.01,89250,51,0.19504408635221512,0.94586,0.20027977909714406,0.9422
0.01,89250,52,0.1928622465165269,0.94644,0.1991662709091932,0.9426
0.01,89250,53,0.19069379581519785,0.94716,0.1974992527730876,0.9431
0.01,89250,54,0.18861724452494807,0.94762,0.19517391708092585,0.9441
0.01,89250,55,0.1865359444483646,0.94848,0.19305604524663994,0.9446
0.01,89250,56,0.18431468899621214,0.94934,0.19234324582355591,0.9444
0.01,89250,57,0.1825181622669372,0.9495,0.18990355686534519,0.9452
0.01,89250,58,0.1804819183756438,0.95048,0.18811554126379193,0.9458
0.01,89250,59,0.17852311961838263,0.9508,0.18642930090644216,0.9462
0.01,89250,60,0.17669810241389586,0.95102,0.18477696767733875,0.9466
0.01,89250,61,0.1748373093072526,0.95174,0.18281146210319862,0.9477
0.01,89250,62,0.1728994809318774,0.95262,0.18132904316996115,0.9478
0.01,89250,63,0.1711065464038244,0.95272,0.17967791773951658,0.9483
0.01,89250,64,0.16942357401057376,0.95314,0.1782765112228314,0.9486
0.01,89250,65,0.16766226016276378,0.95334,0.1766899486885286,0.9496
0.01,89250,66,0.16584068522221704,0.9543,0.175475997825931,0.9487
0.01,89250,67,0.1643084415834345,0.95498,0.17390346649357163,0.9496
0.01,89250,68,0.1625143312395639,0.9551,0.17235502193955796,0.9498
0.01,89250,69,0.16093755176268096,0.95528,0.17094219503624322,0.9507
0.01,89250,70,0.1592142176769921,0.95584,0.16976905255367325,0.951
0.01,89250,71,0.1577314645161175,0.95654,0.16804334439879257,0.9518
0.01,89250,72,0.15618010744326288,0.95696,0.16670090652671296,0.9518
0.01,89250,73,0.15461693863700518,0.9572,0.16553879679615094,0.9523
0.01,89250,74,0.15318067132907395,0.95762,0.16447622814412105,0.9523
0.01,89250,75,0.15155759007866332,0.95834,0.16401120753005927,0.9529
0.01,89250,76,0.15015675692879762,0.95822,0.16147242268946266,0.9538
0.01,89250,77,0.14878524789287306,0.95854,0.16070471156463811,0.9543
0.01,89250,78,0.1473801907247959,0.9595,0.15909944828981076,0.954
0.01,89250,79,0.14593457047849945,0.95948,0.15826353518638395,0.9542
0.01,89250,80,0.14456410595413363,0.95974,0.15719552247147736,0.9543
0.01,89250,81,0.14323699981312515,0.96038,0.15562203443464037,0.9548
0.01,89250,82,0.14196849395305938,0.96056,0.15469012446584648,0.955
0.01,89250,83,0.1405042160052095,0.96152,0.15435877413647253,0.9547
0.01,89250,84,0.13946219088192596,0.96148,0.1522304719047885,0.9555
0.01,89250,85,0.1380937079912618,0.96186,0.15128016792370105,0.9561
0.01,89250,86,0.13692472744760661,0.96246,0.1503741752960345,0.9561
0.01,89250,87,0.1356928825465755,0.96278,0.14930223080179258,0.9559
0.01,89250,88,0.134460325195883,0.96316,0.14850813286698816,0.9564
0.01,89250,89,0.1333029167359237,0.96378,0.14726447968541287,0.9569
0.01,89250,90,0.1319906764625418,0.964,0.14626652211665095,0.9564
0.01,89250,91,0.13096124988802396,0.9644,0.14529605204645743,0.9574
0.01,89250,92,0.12981195929275063,0.9648,0.14446854185340718,0.9572
0.01,89250,93,0.12869545189948975,0.96486,0.1438666557315018,0.9567
0.01,89250,94,0.12762453502781684,0.96554,0.1424881663144208,0.9578
0.01,89250,95,0.1265412061796913,0.9656,0.14151349531845497,0.9582
0.01,89250,96,0.12544409987593727,0.96594,0.1409044978400475,0.9588
0.01,89250,97,0.12441944455942067,0.9665,0.13996085594270016,0.9585
0.01,89250,98,0.12339170315245898,0.96644,0.1390157151245221,0.9586
0.01,89250,99,0.12228444047634181,0.96714,0.1386887871627556,0.9586
0.01,89250,100,0.12137516530507751,0.9673,0.13756428242047083,0.9593
0.01,773955,1,2.2465057294905604,0.38838,2.1167001159312067,0.4803
0.01,773955,2,1.7136018733555471,0.64498,1.2574992838183479,0.7396
0.01,773955,3,0.9709885833688223,0.78274,0.7768683410077285,0.814
0.01,773955,4,0.6740002084859146,0.83342,0.5993002615225616,0.8446
0.01,773955,5,0.5495096110534046,0.85834,0.5092440271932674,0.8665
0.01,773955,6,0.48208160272199174,0.87334,0.45583397353972815,0.8769
0.01,773955,7,0.43974656803787127,0.88242,0.42120836667315453,0.885
0.01,773955,8,0.41089550792255286,0.88868,0.39613476380058926,0.8907
0.01,773955,9,0.390053844741301,0.89306,0.3777903299633632,0.8943
0.01,773955,10,0.37370220896900364,0.89666,0.364343102418574,0.8972
0.01,773955,11,0.36109599587025426,0.89888,0.3514655998834207,0.9
0.01,773955,12,0.35021727777349776,0.90148,0.3413256062853871,0.9036
0.01,773955,13,0.3409299170577818,0.9035,0.33302689171152494,0.9049
0.01,773955,14,0.33277557306886435,0.90558,0.3255463873383156,0.9077
0.01,773955,15,0.32558388788045084,0.9073,0.318738629838783,0.9089
0.01,773955,16,0.31894733431171635,0.90924,0.3122893319802948,0.911
0.01,773955,17,0.31281570753961496,0.911,0.3078996089532101,0.9137
0.01,773955,18,0.307321918710337,0.91264,0.3015807009641026,0.9132
0.01,773955,19,0.302009721985866,0.91438,0.2969571029213716,0.9159
0.01,773955,20,0.2970186617111747,0.91538,0.2921623956077358,0.9161
0.01,773955,21,0.29227312601497996,0.91688,0.28890642372787495,0.9172
0.01,773955,22,0.28779196731898027,0.91862,0.2845974914609542,0.9186
0.01,773955,23,0.28339048089617697,0.91986,0.2802122135413403,0.9182
0.01,773955,24,0.2791694791533519,0.9211,0.27674610907146785,0.9194
0.01,773955,25,0.27518281056311805,0.92212,0.27324375422188835,0.9212
0.01,773955,26,0.2712603292884894,0.92338,0.2702463616178565,0.9219
0.01,773955,27,0.26744498141478945,0.92438,0.266410015983929,0.9224
0.01,773955,28,0.26371992576679915,0.92546,0.26272643815187086,0.9237
0.01,773955,29,0.25995245364658187,0.92624,0.26061449924715324,0.9242
0.01,773955,30,0.25639813742942447,0.9278,0.25816380857167476,0.9263
0.01,773955,31,0.253109773074844,0.9287,0.2537863917005143,0.9264
0.01,773955,32,0.24972414226199452,0.93008,0.2506945722047733,0.9271
0.01,773955,33,0.24647763596461184,0.93096,0.24783593357023334,0.9278
0.01,773955,34,0.2431070141325498,0.93206,0.2453312444320923,0.9295
0.01,773955,35,0.2399740471212233,0.9325,0.24178754313722434,0.9313
0.01,773955,36,0.23696011299387115,0.93348,0.2390462829030188,0.9318
0.01,773955,37,0.23385799812820574,0.93464,0.2366651551299533,0.932
0.01,773955,38,0.23073973842213055,0.9354,0.23383033726754915,0.9325
0.01,773955,39,0.22798649554679323,0.9361,0.23112915810869394,0.9341
0.01,773955,40,0.22512156444546555,0.93736,0.22841863104313276,0.9349
0.01,773955,41,0.2222482646514109,0.93764,0.2262756740173413,0.936
0.01,773955,42,0.2195095609972714,0.93856,0.22323872443842133,0.937
0.01,773955,43,0.21665350841864073,0.93976,0.2210930654489988,0.9376
0.01,773955,44,0.21402490836886723,0.94032,0.21834900101792273,0.9372
0.01,773955,45,0.2114124418808868,0.9412,0.21598583670806584,0.9394
0.01,773955,46,0.2088327988932807,0.94212,0.2136785571688718,0.9391
0.01,773955,47,0.20629890111789323,0.94262,0.21137740040079026,0.9394
0.01,773955,48,0.20365508331975476,0.94376,0.20925951434855225,0.9408
0.01,773955,49,0.20130488953051806,0.94432,0.20714869917377973,0.9409
0.01,773955,50,0.19890008459102726,0.94494,0.20524557199191987,0.9415
0.01,773955,51,0.19653343693615502,0.94556,0.2030033039300215,0.9415
0.01,773955,52,0.1941907727399938,0.946,0.20108999811440545,0.9426
0.01,773955,53,0.19206214076626751,0.94704,0.19878399548737996,0.9431
0.01,773955,54,0.189737007838891,0.94752,0.196934302045968,0.9435
0.01,773955,55,0.18763912658196355,0.94856,0.19524547224612496,0.9442
0.01,773955,56,0.18537926631824178,0.94912,0.19312106449525737,0.9443
0.01,773955,57,0.18334634657836435,0.95,0.191234479725613,0.9458
0.01,773955,58,0.18128138402409397,0.9503,0.18956609079593692,0.9461
0.01,773955,59,0.1792436716787829,0.9508,0.18797130275981994,0.947
0.01,773955,60,0.17727064225837705,0.9515,0.18576520484028364,0.9476
0.01,773955,61,0.17530999206816059,0.95178,0.18453308292724713,0.9477
0.01,773955,62,0.17337925020507988,0.95206,0.18261335798920614,0.9478
0.01,773955,63,0.1715768118364233,0.95276,0.18131751798072743,0.9492
0.01,773955,64,0.16970789970217953,0.95344,0.17947843334242508,0.9493
0.01,773955,65,0.16798009883467208,0.95356,0.178006833661367,0.9498
0.01,773955,66,0.16616809044856443,0.95438,0.17671089955019667,0.9499
0.01,773955,67,0.16450068141409785,0.95474,0.17496103220239814,0.9507
0.01,773955,68,0.16278040599079427,0.95526,0.17319984533152552,0.9509
0.01,773955,69,0.16107720208257634,0.95548,0.17230410739734442,0.9513
0.01,773955,70,0.15931957474109826,0.95598,0.17053391091326053,0.9516
0.01,773955,71,0.15772314811214405,0.95608,0.16929137483512297,0.953
0.01,773955,72,0.15616336280424542,0.957,0.16794396850902857,0.9527
0.01,773955,73,0.1546338144250739,0.95718,0.166943609081969,0.9531
0.01,773955,74,0.15314489104370982,0.95754,0.16509618202907825,0.9537
0.01,773955,75,0.1516804341710958,0.9577,0.16427923462761324,0.9544
0.01,773955,76,0.15024573418297904,0.95816,0.16241428959489262,0.9545
0.01,773955,77,0.14878589508657883,0.95874,0.16191130209461274,0.9547
0.01,773955,78,0.147335005266754,0.9591,0.1603869261248339,0.955
0.01,773955,79,0.1458067731323818,0.95954,0.15944552501278125,0.9553
0.01,773955,80,0.14460031238959883,0.95964,0.15779495101913557,0.9555
0.01,773955,81,0.14326176029200238,0.96018,0.15669351701895304,0.9552
0.01,773955,82,0.14196383252131592,0.9607,0.15578489956430475,0.9553
0.01,773955,83,0.14064756752177843,0.96116,0.15439686988767745,0.956
0.01,773955,84,0.13925100581489308,0.9615,0.15409323147798917,0.9558
0.01,773955,85,0.13814059519933664,0.96168,0.1523709928454194,0.956
0.01,773955,86,0.1367875071345467,0.96214,0.15169600617564302,0.956
0.01,773955,87,0.1356421633167831,0.9626,0.1503537984532408,0.9573
0.01,773955,88,0.13444093426562284,0.9629,0.14938083864690482,0.9572
0.01,773955,89,0.13323879562400487,0.96292,0.14882166363402297,0.9578
0.01,773955,90,0.13208838879403043,0.9637,0.1473942337728135,0.9578
0.01,773955,91,0.13097695779146662,0.96396,0.14644883216981394,0.959
0.01,773955,92,0.1297724887025996,0.96446,0.14583134398788114,0.9579
0.01,773955,93,0.12873183468317617,0.96464,0.14479979984876715,0.9594
0.01,773955,94,0.12761621836511,0.9648,0.14355237363220652,0.9594
0.01,773955,95,0.12660723266216517,0.96478,0.14270369751742548,0.9593
0.01,773955,96,0.1255656315092454,0.96534,0.14201491351309975,0.9598
0.01,773955,97,0.1245171955601056,0.96574,0.14120551899609476,0.9602
0.01,773955,98,0.12348286143972559,0.96608,0.14084216714900982,0.96
0.01,773955,99,0.1225062380679393,0.96634,0.13945350478544113,0.9608
0.01,773955,100,0.12148195321163095,0.96652,0.13899309891044714,0.9599
0.1,654571,1,0.8449972835041906,0.77042,0.38436853639459106,0.8892
0.1,654571,2,0.3346232477635552,0.9046,0.31062578810357766,0.9067
0.1,654571,3,0.2808923633018693,0.92006,0.264507783503996,0.925
0.1,654571,4,0.24333098212667076,0.9316,0.23361795637248112,0.9325
0.1,654571,5,0.21531605231285247,0.93986,0.2066099113763004,0.9405
0.1,654571,6,0.19393331187991344,0.94584,0.18666271395572182,0.9463
0.1,654571,7,0.17660543301985632,0.94988,0.17804857542089633,0.9497
0.1,654571,8,0.16216144246267244,0.95466,0.17136749887990002,0.9498
0.1,654571,9,0.1499693771007921,0.95812,0.15680049564904144,0.9553
0.1,654571,10,0.1386814437516343,0.96054,0.14445187104601345,0.9579
0.1,654571,11,0.12839549321920252,0.9647,0.14109303297902945,0.9594
0.1,654571,12,0.11924316729667622,0.96676,0.1312244892392059,0.9624
0.1,654571,13,0.11151553214815992,0.96958,0.12609061564123997,0.9634
0.1,654571,14,0.10431540463786461,0.9708,0.12158920776502255,0.9653
0.1,654571,15,0.09766444190273255,0.97268,0.11573885498168646,0.9668
0.1,654571,16,0.09202564266716931,0.97444,0.11404057266316843,0.9677
0.1,654571,17,0.08662454079926875,0.9765,0.10796106025326482,0.9685
0.1,654571,18,0.08155241682913812,0.978,0.10376284493447022,0.9696
0.1,654571,19,0.0770324482775352,0.9791,0.10204871589773666,0.9708
0.1,654571,20,0.07298752636713354,0.98032,0.09698920291044082,0.9715
0.1,654571,21,0.06946827577957917,0.98104,0.09671817293234941,0.9706
0.1,654571,22,0.06569485150382835,0.98212,0.09572872179564688,0.9721
0.1,654571,23,0.06265956597236626,0.98288,0.09306335572146766,0.9723
0.1,654571,24,0.059603549921734146,0.98428,0.09137761572551244,0.9729
0.1,654571,25,0.056662523716012485,0.98508,0.08947479391057642,0.9725
0.1,654571,26,0.054211988935939835,0.98568,0.08754940693061139,0.9736
0.1,654571,27,0.051736315104834445,0.9867,0.08645313405506101,0.9728
0.1,654571,28,0.04939945652630473,0.98708,0.08961538812748017,0.9727
0.1,654571,29,0.0473366474511844,0.98802,0.08447957927610306,0.9737
0.1,654571,30,0.04516064840738867,0.98838,0.08260610942908062,0.9748
0.1,654571,31,0.04337705443172589,0.98952,0.08115896664586682,0.9758
0.1,654571,32,0.041447332281494866,0.98944,0.0812256446552806,0.9757
0.1,654571,33,0.039850503199368476,0.99024,0.08009154059278242,0.9758
0.1,654571,34,0.03805704252782812,0.99084,0.07846183256700168,0.9763
0.1,654571,35,0.03679589567778403,0.9914,0.07785204570620063,0.9757
0.1,654571,36,0.035173250541038086,0.9917,0.07922700655919913,0.9756
0.1,654571,37,0.03372772808539674,0.99226,0.0775585940222946,0.9762
0.1,654571,38,0.03250367836374921,0.9926,0.07995328987152164,0.9747
0.1,654571,39,0.031362082801888055,0.99278,0.07599750544478437,0.9761
0.1,654571,40,0.030029910523789203,0.9937,0.07513541681968415,0.9768
0.1,654571,41,0.028952871417161494,0.99374,0.07508163338498117,0.9775
0.1,654571,42,0.027915510847426307,0.9939,0.07523102135461533,0.9768
0.1,654571,43,0.02685681359320376,0.99432,0.07535546905700076,0.9767
0.1,654571,44,0.02589660757330259,0.9948,0.07613681770174752,0.9774
0.1,654571,45,0.02481807660818374,0.99508,0.07361514707845225,0.9769
0.1,654571,46,0.024052568113957222,0.99534,0.07465709645182296,0.9776
0.1,654571,47,0.02329279660899442,0.99558,0.07445014255988185,0.9779
0.1,654571,48,0.022427295520785564,0.996,0.07340647856139693,0.9781
0.1,654571,49,0.02166813297596986,0.9963,0.07484902660006834,0.9771
0.1,654571,50,0.020949372444614128,0.99644,0.07476008751577387,0.978
0.1,654571,51,0.020287960261104777,0.9967,0.07302764851722703,0.9786
0.1,654571,52,0.01943449126228228,0.99706,0.07319019452021203,0.9781
0.1,654571,53,0.01888963200890745,0.99708,0.07266538725492164,0.979
0.1,654571,54,0.01815093356918456,0.9975,0.07243924476081752,0.9785
0.1,654571,55,0.017679875183193777,0.99752,0.07159724786384886,0.9782
0.1,654571,56,0.016950320440840362,0.99788,0.07345832075608401,0.9791
0.1,654571,57,0.016524903806857075,0.99784,0.0723998082486656,0.9789
0.1,654571,58,0.015993955231826017,0.99804,0.07283635989680248,0.9793
0.1,654571,59,0.01557267345783403,0.99814,0.07182576163269769,0.9791
0.1,654571,60,0.015030673856397848,0.9982,0.07234682684264385,0.9792
0.1,654571,61,0.014521360879522263,0.99852,0.07267532930337076,0.9787
0.1,654571,62,0.014171932870890823,0.9984,0.07297321383448112,0.9792
0.1,654571,63,0.013760038062821186,0.99836,0.07259098797907358,0.9783
0.1,654571,64,0.013282781697792859,0.99858,0.07191792531119484,0.9787
0.1,654571,65,0.01296253630278248,0.99866,0.07216498456013096,0.9783
0.1,654571,66,0.012482108757761682,0.99876,0.07264732840176036,0.9789
0.1,654571,67,0.012139695049255154,0.99886,0.07292423566160088,0.9785
0.1,654571,68,0.011791775289607044,0.99898,0.0730517328982921,0.978
0.1,654571,69,0.011507196164006727,0.99912,0.07263823400629478,0.9787
0.1,654571,70,0.011162433578281969,0.9991,0.0734723226313655,0.9795
0.1,654571,71,0.010841683170683057,0.99918,0.07318365491865562,0.9791
0.1,654571,72,0.010659458151037153,0.99924,0.0726931268317808,0.9791
0.1,654571,73,0.010300204367299821,0.99918,0.07177027890998497,0.9796
0.1,654571,74,0.009984520284295537,0.99936,0.07196594482358445,0.9792
0.1,654571,75,0.0097408434623639,0.9993,0.07256912987299043,0.98
0.1,654571,76,0.009475786674425469,0.9994,0.07315158432287092,0.9791
0.1,654571,77,0.009205449044189401,0.99948,0.07323794792221278,0.979
0.1,654571,78,0.008959401058636596,0.99946,0.07285414415683204,0.9787
0.1,654571,79,0.008756711767999971,0.99952,0.07339774087220828,0.9793
0.1,654571,80,0.008588545977288628,0.99954,0.07296881974228228,0.9785
0.1,654571,81,0.00836209420377292,0.99948,0.07328779420861635,0.9796
0.1,654571,82,0.008146613088532376,0.99952,0.0731662127386338,0.9794
0.1,654571,83,0.007939656811564982,0.99954,0.07377937570323255,0.979
0.1,654571,84,0.007808556752834961,0.99962,0.07292961973249094,0.9789
0.1,654571,85,0.007587805766418978,0.99966,0.07287683650838668,0.979
0.1,654571,86,0.007389287924779684,0.9997,0.07370353353776363,0.9792
0.1,654571,87,0.007215475210357409,0.99966,0.07438510532883255,0.979
0.1,654571,88,0.0070670514728285285,0.99976,0.07353026025181486,0.9791
0.1,654571,89,0.006893323218203685,0.9997,0.07533867870108989,0.9796
0.1,654571,90,0.006817209365669813,0.99974,0.07341383872966539,0.9796
0.1,654571,91,0.00659043626949997,0.99972,0.07415493318350608,0.9793
0.1,654571,92,0.006509214156718714,0.9998,0.0745271682666559,0.9797
0.1,654571,93,0.006312535344818897,0.99978,0.07383388973427708,0.9796
0.1,654571,94,0.006236614667478033,0.99976,0.0741493221795712,0.9794
0.1,654571,95,0.006069015055265072,0.99984,0.07522190969537976,0.9788
0.1,654571,96,0.005952366370951113,0.9998,0.07445231252950106,0.9791
0.1,654571,97,0.0058479039085743,0.9998,0.07402861205142892,0.9796
0.1,654571,98,0.005750306799146825,0.9998,0.07381732815509635,0.9793
0.1,654571,99,0.005617856501734996,0.99984,0.07468252396107418,0.9794
0.1,654571,100,0.005512646906223869,0.99988,0.07506565636790104,0.9794
0.1,89250,1,0.8489915399479467,0.78226,0.37272591618681156,0.8925
0.1,89250,2,0.3335391262431221,0.90432,0.2934831743903742,0.9148
0.1,89250,3,0.2768463704413384,0.92128,0.2518761351429784,0.9278
0.1,89250,4,0.2397660931937538,0.93252,0.2290984626053274,0.933
0.1,89250,5,0.21085209122183365,0.94066,0.20410732601446863,0.9413
0.1,89250,6,0.1880360844602972,0.94758,0.18425788096964446,0.9473
0.1,89250,7,0.16953740144243903,0.9525,0.16828755415292454,0.9518
0.1,89250,8,0.1540941083746412,0.95728,0.15755781423121532,0.9539
0.1,89250,9,0.14047155622150423,0.9606,0.14868169876144874,0.9558
0.1,89250,10,0.1294981283772953,0.9642,0.1397979103819253,0.9596
0.1,89250,11,0.11962622641689462,0.96726,0.12977363613058557,0.9613
0.1,89250,12,0.11097595986661934,0.96972,0.12568105257183795,0.9617
0.1,89250,13,0.10372916367684974,0.97124,0.11942438097389844,0.9638
0.1,89250,14,0.09705914578089671,0.97306,0.11258346815894085,0.9662
0.1,89250,15,0.09101709666879118,0.97554,0.11060457330201477,0.9671
0.1,89250,16,0.08582009465538444,0.97688,0.10546760447498223,0.9669
0.1,89250,17,0.08079129295140403,0.9781,0.10191222166136472,0.9687
0.1,89250,18,0.07658521626822624,0.9794,0.09936632152679349,0.9693
0.1,89250,19,0.07241221067603425,0.98012,0.09613044509129799,0.9707
0.1,89250,20,0.06924401523479176,0.98116,0.09579420812532423,0.9707
0.1,89250,21,0.065855493007665,0.9827,0.09329752912479451,0.9714
0.1,89250,22,0.06258481206830896,0.98306,0.09061555467426849,0.9728
0.1,89250,23,0.05947863209732698,0.98412,0.08938426504723831,0.9739
0.1,89250,24,0.05666304958193016,0.98522,0.09101494378186172,0.9712
0.1,89250,25,0.05455417298039504,0.98562,0.08666971297558587,0.9743
0.1,89250,26,0.052184621290110346,0.98644,0.08785265664396082,0.9725
0.1,89250,27,0.049892758390311126,0.98702,0.08641729622847914,0.9727
0.1,89250,28,0.047465158897534304,0.98806,0.08307927000411312,0.9746
0.1,89250,29,0.04582167866384659,0.98854,0.08457451995112573,0.9723
0.1,89250,30,0.044070559523316094,0.98902,0.08308679617242558,0.9744
0.1,89250,31,0.042178690181177605,0.98976,0.08714915267469203,0.9726
0.1,89250,32,0.04053346210603922,0.99012,0.08120729138744709,0.9749
0.1,89250,33,0.03897147319608309,0.99066,0.0821801668051557,0.9748
0.1,89250,34,0.037258792633517245,0.99124,0.08141353658233393,0.9751
0.1,89250,35,0.03618881188983376,0.99144,0.07972228820106834,0.9749
0.1,89250,36,0.03480731668927832,0.99164,0.07887939847660501,0.9749
0.1,89250,37,0.03328938365919715,0.99222,0.07931560170553559,0.9764
0.1,89250,38,0.03237832285299575,0.99238,0.07866221878087067,0.9754
0.1,89250,39,0.03105881485810975,0.99308,0.07735068987323038,0.9761
0.1,89250,40,0.02993254485525676,0.99352,0.07893326931170033,0.9769
0.1,89250,41,0.028720477628042935,0.99362,0.0772716531890331,0.9771
0.1,89250,42,0.027647034289899303,0.99402,0.07917610246178138,0.9765
0.1,89250,43,0.026826230063261628,0.9943,0.07640075753669942,0.9757
0.1,89250,44,0.025856271846303243,0.9945,0.07655888242793167,0.9767
0.1,89250,45,0.024835016899750696,0.99526,0.07870605442318905,0.9773
0.1,89250,46,0.024017708012389134,0.9953,0.07742076373958408,0.9764
0.1,89250,47,0.0232392653484673,0.99568,0.07867106578333495,0.976
0.1,89250,48,0.02264273787669109,0.99566,0.07645766876136426,0.9768
0.1,89250,49,0.021759516540801365,0.99624,0.07613599439597232,0.9767
0.1,89250,50,0.021104786307091887,0.99634,0.07719639115937581,0.9779
0.1,89250,51,0.020331423867614995,0.99656,0.07746305029383949,0.978
0.1,89250,52,0.01972088691233718,0.9967,0.07617528922299208,0.978
0.1,89250,53,0.018887689307573775,0.99686,0.0769315881397986,0.9773
0.1,89250,54,0.018339275292305567,0.99716,0.07618062741223947,0.9779
0.1,89250,55,0.017791567900385795,0.99734,0.07648396374045902,0.9777
0.1,89250,56,0.017139101671208874,0.99764,0.07656816823093665,0.9778
0.1,89250,57,0.016703205348509602,0.99756,0.07541149327740723,0.9773
0.1,89250,58,0.016146236307501557,0.9979,0.07589957995733991,0.9773
0.1,89250,59,0.015584529999402921,0.99794,0.07601472620970402,0.9773
