training_size,seed,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
5000,89250,4,0.6819752815769595,0.8218,0.7239035628658206,0.7465
5000,89250,5,0.5542064550640199,0.849,0.5835189344108674,0.8111
5000,89250,6,0.4794237847279154,0.8662,0.564660932668784,0.8072
5000,89250,7,0.43859116826080236,0.8778,0.4890469942038999,0.8347
5000,89250,8,0.4016765994955396,0.8872,0.4360842294821169,0.8708
5000,89250,9,0.378973847856731,0.8928,0.40615217752369787,0.875
5000,89250,10,0.3585305062667468,0.8984,0.3847774855222172,0.8863
5000,89250,11,0.34413946444994853,0.9024,0.37700532444775564,0.8865
5000,89250,12,0.3290724985037818,0.9066,0.3881809504724673,0.8827
5000,89250,13,0.31752962509312127,0.9078,0.3442142456379672,0.8966
5000,89250,14,0.3057219316257961,0.9122,0.37903874584991976,0.8756
5000,89250,15,0.297110160435641,0.9168,0.3535798004427242,0.8931
5000,89250,16,0.2862801128361573,0.9184,0.3249351230638483,0.9033
5000,89250,17,0.2752969782280876,0.9202,0.3314176641277658,0.899
5000,89250,18,0.26747542232256294,0.9264,0.3629494486937463,0.891
5000,89250,19,0.26094223072865547,0.9244,0.31597090616645174,0.9043
5000,89250,20,0.25286997637957775,0.9262,0.3385294206332371,0.9006
5000,89250,21,0.24725698680070163,0.9308,0.3560855495748532,0.8956
5000,89250,22,0.24232738769058193,0.9286,0.3408498415523086,0.8901
5000,89250,23,0.23513203934191243,0.9322,0.3021302249509612,0.9084
5000,89250,24,0.22475925078644562,0.9352,0.30348657276972063,0.9058
5000,89250,25,0.2206950823201735,0.9378,0.3413268380623178,0.8998
5000,89250,26,0.21677781325481593,0.9388,0.2915933782556955,0.9128
5000,89250,27,0.20732128439590297,0.9412,0.33070343884078063,0.9024
5000,89250,28,0.20391478584494274,0.9422,0.2926119596930785,0.9118
5000,89250,29,0.196636463934866,0.9466,0.35709821844462397,0.8886
5000,89250,30,0.19788097632075238,0.9454,0.2799432475126224,0.9175
5000,89250,31,0.18749072849225035,0.9466,0.2878302435077843,0.914
5000,89250,32,0.18236527643802958,0.95,0.3281065292008283,0.9019
5000,89250,33,0.17908748353970508,0.9492,0.29525502594274977,0.9122
5000,89250,34,0.1745677129834924,0.9516,0.27292727999525535,0.9195
5000,89250,35,0.1679794726933377,0.9536,0.351304013246549,0.8924
5000,89250,36,0.1672949868655776,0.9512,0.29971212464961666,0.9096
5000,89250,37,0.1614486002378527,0.9576,0.4200456512969223,0.8659
5000,89250,38,0.16144596096532018,0.9558,0.2808088596493375,0.9169
5000,89250,39,0.15269617195161314,0.9598,0.26723898549147707,0.922
5000,89250,40,0.14988166203832393,0.9588,0.2844323328322713,0.9163
5000,89250,41,0.14591202452539337,0.9608,0.26551585420600066,0.9206
5000,89250,42,0.1403928128812417,0.9632,0.32671463986501803,0.8979
5000,89250,43,0.14044079453430205,0.9606,0.2622970602911376,0.9234
5000,89250,44,0.13383358374460988,0.9652,0.28034496785704116,0.9155
5000,89250,45,0.13305521934619943,0.9652,0.31396887072197344,0.9052
5000,89250,46,0.13011450256982313,0.9654,0.2775442920379368,0.9166
5000,89250,47,0.12593304667440483,0.9674,0.2940391474353798,0.9094
5000,89250,48,0.12291415108548497,0.9662,0.257109349790906,0.9242
5000,89250,49,0.1184113959514801,0.9688,0.4968154545795029,0.8525
5000,89250,50,0.12466317573831932,0.9674,0.27633179282360437,0.9177
5000,89250,51,0.1160823503189782,0.9702,0.26650228315605673,0.9216
5000,89250,52,0.1112766965150143,0.9728,0.25774038103889285,0.9242
5000,89250,53,0.10772373603005565,0.9718,0.2575260400485736,0.9259
5000,89250,54,0.10624106180513807,0.9732,0.2546773066522771,0.9252
5000,89250,55,0.10274660098978315,0.9748,0.36286828526875164,0.8876
5000,89250,56,0.10575197774787563,0.9742,0.2546198878094721,0.9255
5000,89250,57,0.09861890159866453,0.9756,0.3457396330411199,0.8944
5000,89250,58,0.10203521682968741,0.9732,0.25188248578728395,0.9262
5000,89250,59,0.09428982156835027,0.9772,0.25917978204030434,0.9243
5000,89250,60,0.09203661962594041,0.9772,0.30268366710501426,0.9095
5000,89250,61,0.0925668958320005,0.9764,0.2644817714800466,0.9219
5000,89250,62,0.08831239767701875,0.9786,0.25147593365810206,0.9251
5000,89250,63,0.08545919410005194,0.9792,0.25495043557407693,0.925
5000,89250,64,0.08386887378871549,0.9808,0.2509312876812468,0.9271
5000,89250,65,0.08096671111124605,0.9822,0.274711621772287,0.9208
5000,89250,66,0.08123198239297132,0.9814,0.26870831411519175,0.9227
5000,89250,67,0.07894679408124657,0.9816,0.3015728615338903,0.9104
5000,89250,68,0.07818073594698205,0.983,0.3143576289371632,0.904
5000,89250,69,0.08107280439758403,0.983,0.26972266838848286,0.922
5000,89250,70,0.07424329299226934,0.9846,0.27084629491963913,0.9217
5000,89250,71,0.07274992314257513,0.9834,0.2540459836409228,0.9257
5000,89250,72,0.07049079534995041,0.9858,0.25108138665151997,0.9266
5000,89250,73,0.06820647536872476,0.9868,0.24990845163227537,0.9266
5000,89250,74,0.06660675053801063,0.986,0.2490583752792028,0.927
5000,89250,75,0.06524562117797411,0.987,0.25318634407100726,0.9252
5000,89250,76,0.06386819324198727,0.9872,0.3129814869145776,0.9082
5000,89250,77,0.06627972575546352,0.9864,0.2616093403497892,0.9253
5000,89250,78,0.061879970213221405,0.9874,0.255502237448701,0.9263
5000,89250,79,0.05964781470738877,0.989,0.2522785068567365,0.9256
5000,89250,80,0.05840352546758464,0.9902,0.25216450712549493,0.9275
5000,89250,81,0.05724703701085476,0.9902,0.25046335605919945,0.9282
5000,89250,82,0.0560082820909374,0.9908,0.3758908871758423,0.8916
5000,89250,83,0.06320502599009732,0.9862,0.33897575476102243,0.9
5000,89250,84,0.05620328191727587,0.9906,0.25169224762911324,0.9264
5000,89250,85,0.05275517915068964,0.9912,0.25228440892387854,0.9273
5000,89250,86,0.051191177084730095,0.9916,0.28901974183265017,0.9166
5000,89250,87,0.05186543235941053,0.9906,0.26999139883266643,0.9234
5000,89250,88,0.05015335019035303,0.9916,0.2676093872160812,0.922
5000,89250,89,0.04869188322296625,0.9924,0.25379452869490843,0.9265
5000,89250,90,0.04682319828048056,0.9924,0.2635083006762288,0.9258
5000,89250,91,0.04697938569856114,0.9924,0.2841924487174213,0.9161
5000,89250,92,0.04660015356613296,0.9932,0.255256711421381,0.9261
5000,89250,93,0.043968289744171,0.9936,0.2705122522344027,0.9208
5000,89250,94,0.044483670551759044,0.9936,0.25312811556348036,0.9277
5000,89250,95,0.04221385767164985,0.9944,0.2531999500040905,0.9276
5000,89250,96,0.04154495323719956,0.995,0.26207596243857134,0.9268
5000,89250,97,0.041369351020650535,0.995,0.2529385446167296,0.9277
5000,89250,98,0.039867791330693354,0.9956,0.30267208001044893,0.9148
5000,89250,99,0.04147259850154044,0.9936,0.25286331653881455,0.9277
5000,89250,100,0.03865386098272985,0.9948,0.2542795845880962,0.9275
5000,773955,1,2.2514667964392068,0.3216,2.121073418738959,0.483
5000,773955,2,1.7305390963117935,0.6026,1.2755276376420672,0.6644
5000,773955,3,0.976295837718552,0.7696,0.8158864508071811,0.7734
5000,773955,4,0.6769036269075882,0.8244,0.7177178596265622,0.7749
5000,773955,5,0.5510796700125856,0.8548,0.5990638148816464,0.828
5000,773955,6,0.48127578389604286,0.8722,0.5076127389439287,0.843
5000,773955,7,0.4322213365866189,0.8788,0.4813648961002564,0.8592
5000,773955,8,0.40243577878238024,0.885,0.48223680945354647,0.8554
5000,773955,9,0.38124175020470513,0.8926,0.46682841622320265,0.8474
5000,773955,10,0.35941490868117904,0.896,0.3954260204875371,0.8735
5000,773955,11,0.3420627531973851,0.9022,0.3767452858634531,0.8884
5000,773955,12,0.3311742568887433,0.9048,0.37960430129740613,0.8851
5000,773955,13,0.31678034631967994,0.9114,0.48955159037897855,0.8373
5000,773955,14,0.31329431888093257,0.9072,0.3743261487870585,0.8862
5000,773955,15,0.29901023397659265,0.9134,0.3399785824657511,0.8965
5000,773955,16,0.2876594091488974,0.9186,0.4157415694325351,0.869
5000,773955,17,0.2829612528868261,0.9194,0.44158431813421467,0.8674
5000,773955,18,0.2761159194373614,0.9204,0.31694326647531645,0.9062
5000,773955,19,0.2618331111200148,0.9254,0.34068677985346646,0.8979
5000,773955,20,0.25499040503482895,0.9252,0.30929274272663715,0.9088
5000,773955,21,0.2492115583678232,0.9304,0.3591899127052825,0.8887
5000,773955,22,0.24370321717504867,0.933,0.41100107384280066,0.8725
5000,773955,23,0.23964187045165336,0.9312,0.5264318752940605,0.8397
5000,773955,24,0.23628508256834826,0.9318,0.30207315650405314,0.9097
5000,773955,25,0.2236344559792009,0.9332,0.3009349667694141,0.9103
5000,773955,26,0.21813887104454707,0.937,0.3000327138449089,0.9076
5000,773955,27,0.21172599316813426,0.9396,0.4120992168561004,0.8721
5000,773955,28,0.21109965430634048,0.94,0.28958038381183737,0.913
5000,773955,29,0.20183224968765598,0.9448,0.5803662080024096,0.8077
5000,773955,30,0.20662931115255173,0.94,0.30909913413661044,0.9064
5000,773955,31,0.192853782955351,0.9454,0.30174276283866946,0.9078
5000,773955,32,0.18635770710610847,0.946,0.28201490839415866,0.9145
5000,773955,33,0.18056245448128994,0.9492,0.280789701465839,0.9143
5000,773955,34,0.17577749962380904,0.9506,0.2959158180879417,0.9092
5000,773955,35,0.17297542457386172,0.9524,0.27648657072780414,0.9173
5000,773955,36,0.16717922345871777,0.9532,0.2774255013375896,0.9176
5000,773955,37,0.16261225922289588,0.9544,0.2729230380682926,0.9179
5000,773955,38,0.1580873661596269,0.9554,0.27106846369942655,0.9207
5000,773955,39,0.15449724441695933,0.9574,0.35929923448008516,0.8906
5000,773955,40,0.15625806120036423,0.9584,0.30009858952596424,0.9124
5000,773955,41,0.1493298852089273,0.9606,0.2704083478019992,0.9188
5000,773955,42,0.14488406404551257,0.9616,0.31608718301747246,0.9033
5000,773955,43,0.14449404772561505,0.9618,0.26483882118386454,0.9218
5000,773955,44,0.1368950504940543,0.9646,0.2668925408470805,0.9232
5000,773955,45,0.13311058929217173,0.9646,0.2674807575295005,0.9208
5000,773955,46,0.1299564802742031,0.9654,0.2636119535441372,0.922
5000,773955,47,0.12741694054486885,0.9678,0.2659550692853646,0.9208
5000,773955,48,0.12380404164035537,0.9676,0.2646943553936046,0.9216
5000,773955,49,0.12063903417524248,0.9692,0.27594494321973845,0.9193
5000,773955,50,0.1187469874608078,0.9708,0.26079021918701945,0.9239
5000,773955,51,0.11458329990867554,0.9702,0.2663528170467057,0.9221
5000,773955,52,0.11173521837510353,0.973,0.2697123054599391,0.9198
5000,773955,53,0.11050513497742245,0.9718,0.259414648571718,0.9241
5000,773955,54,0.10643039025556522,0.9746,0.2965555518671748,0.9108
5000,773955,55,0.10658452351488236,0.9736,0.31767523073740106,0.9024
5000,773955,56,0.10439594329751142,0.974,0.2749997864026546,0.9189
5000,773955,57,0.10069335876592286,0.9764,0.40158938446309056,0.8815
5000,773955,58,0.10268850236339853,0.9754,0.35181048810715426,0.8951
5000,773955,59,0.09910445609056925,0.9752,0.30557225069875454,0.9076
5000,773955,60,0.09488991325896043,0.9778,0.2529320719082808,0.9253
5000,773955,61,0.08995130854078373,0.9802,0.283970848868647,0.9145
5000,773955,62,0.08966838758419607,0.9804,0.2555120560530582,0.9229
5000,773955,63,0.08556555107838948,0.9804,0.2556228738853416,0.9249
5000,773955,64,0.08379526201232848,0.9822,0.25641672794010123,0.9254
5000,773955,65,0.08183154358737602,0.9816,0.36115996607803225,0.8917
5000,773955,66,0.08414915563394453,0.9814,0.2625482770259985,0.9226
5000,773955,67,0.07871060034526607,0.9846,0.2650935115031561,0.9228
5000,773955,68,0.07643749898124748,0.9856,0.2687263491885155,0.9216
5000,773955,69,0.07479036517719012,0.9858,0.255885581704809,0.9267
5000,773955,70,0.07308297345238222,0.9858,0.25160789457925914,0.9257
5000,773955,71,0.07093309974870471,0.9854,0.28402346904648196,0.9144
5000,773955,72,0.07119988550323049,0.9858,0.2533838427401769,0.926
5000,773955,73,0.06779118633194756,0.9886,0.25459631042323266,0.9259
5000,773955,74,0.06588992926705231,0.9884,0.26694778328030716,0.9231
5000,773955,75,0.06474407174012355,0.9886,0.25237136473010147,0.9256
5000,773955,76,0.06259437494000716,0.9886,0.25239099908282026,0.9268
5000,773955,77,0.0618366945145835,0.9902,0.2518602757075492,0.9265
5000,773955,78,0.05991736879049306,0.99,0.25397855242640105,0.9264
5000,773955,79,0.058364018428617326,0.9902,0.26420367770625103,0.9232
5000,773955,80,0.058456004023863514,0.99,0.2510135610330532,0.9264
5000,773955,81,0.055841567780954435,0.9916,0.25227508316328284,0.9268
5000,773955,82,0.0553443026926256,0.991,0.25158317715433004,0.9271
5000,773955,83,0.053457071429043365,0.9922,0.2576175644152059,0.9264
5000,773955,84,0.053128143831598376,0.9922,0.2518477665175676,0.9262
5000,773955,85,0.05095905653720923,0.9926,0.25410682634221454,0.9263
5000,773955,86,0.05047289311759526,0.9922,0.2574512725313421,0.9236
5000,773955,87,0.04987061712706802,0.9918,0.26284291662241777,0.9233
5000,773955,88,0.04835875467252146,0.994,0.25952683490415956,0.9255
5000,773955,89,0.0473673849186727,0.9936,0.2521282695423031,0.927
5000,773955,90,0.046011416530586505,0.9942,0.29316216005979384,0.9166
5000,773955,91,0.04752567268301826,0.9928,0.25543363340419567,0.9272
5000,773955,92,0.04437221344897948,0.9946,0.26448555632003373,0.9249
5000,773955,93,0.04403811983296155,0.9938,0.48610324681513994,0.8666
5000,773955,94,0.049303344610068446,0.9916,0.2544950589467738,0.9267
5000,773955,95,0.04151445700890609,0.995,0.2540928615433816,0.9274
5000,773955,96,0.04043630507041846,0.9946,0.25396669790412846,0.9273
5000,773955,97,0.03975358849800139,0.9954,0.25226189353117334,0.9279
5000,773955,98,0.03856466803917784,0.9956,0.25475960514336105,0.9275
5000,773955,99,0.03810270167192946,0.9962,0.25191351482034213,0.9285
5000,773955,100,0.03716679837883156,0.9958,0.31706344159342426,0.9093
10000,654571,1,2.024644067792331,0.4552,1.3103189524060679,0.6968
10000,654571,2,0.8407487297104164,0.7969,0.6733719086782691,0.7987
10000,654571,3,0.5208393578169417,0.863,0.5339216403929202,0.8387
10000,654571,4,0.42809331702349357,0.8806,0.4263412366669209,0.8713
10000,654571,5,0.38000844349259544,0.8906,0.440792927061935,0.8617
10000,654571,6,0.3504925579127165,0.9011,0.4136028390638563,0.8719
10000,654571,7,0.3270429441445824,0.9049,0.4234623086150194,0.8658
10000,654571,8,0.310135274550922,0.9106,0.3256075219622386,0.9045
10000,654571,9,0.2947800085259743,0.9149,0.311045211452828,0.9085
10000,654571,10,0.28214479302001105,0.9198,0.3199890432058806,0.9055
10000,654571,11,0.2718051143812714,0.9218,0.3094743276943767,0.9115
10000,654571,12,0.26145322563576806,0.9257,0.3370601694727403,0.8975
10000,654571,13,0.25314768896306544,0.9284,0.28545281938180894,0.9137
10000,654571,14,0.24325476481463348,0.9324,0.27059940804671845,0.9196
10000,654571,15,0.23275600998077933,0.9347,0.26748681355572157,0.9215
10000,654571,16,0.2246319926414129,0.9363,0.26391416288893543,0.9237
10000,654571,17,0.21682914377586593,0.9402,0.25907804779605054,0.9244
10000,654571,18,0.2086664135544932,0.9421,0.26895382346877766,0.9228
10000,654571,19,0.20399563477453234,0.9425,0.2545450371930436,0.927
10000,654571,20,0.1958455268615171,0.9466,0.24897723522098403,0.926
10000,654571,21,0.19026416879540664,0.947,0.23990720632608,0.9312
10000,654571,22,0.18315775850186813,0.9484,0.2441940754826635,0.929
10000,654571,23,0.1777485733824456,0.9505,0.2400880555631938,0.9294
10000,654571,24,0.17281087571640175,0.9525,0.2280258165616387,0.9352
10000,654571,25,0.16673301714720185,0.9542,0.2277982097231894,0.9342
10000,654571,26,0.1616428918706473,0.9563,0.2475539970368137,0.9271
10000,654571,27,0.15664073090325553,0.9573,0.2269899010113158,0.9332
10000,654571,28,0.15202141175466316,0.9583,0.21741256937869938,0.937
10000,654571,29,0.14794233277793692,0.9597,0.236317530176339,0.9298
10000,654571,30,0.14499993379918463,0.9623,0.2270026054686039,0.9337
10000,654571,31,0.1408608153751573,0.9631,0.23197853127617826,0.9314
10000,654571,32,0.13615911714654225,0.9638,0.25321964748366466,0.9231
10000,654571,33,0.13266353733655406,0.9638,0.2085288567193416,0.9381
10000,654571,34,0.12908584301339168,0.9667,0.2137013814592458,0.937
10000,654571,35,0.12542667728720075,0.9662,0.24790383341275957,0.928
10000,654571,36,0.12231838706793738,0.9677,0.20204088635674786,0.9424
10000,654571,37,0.11744944315888894,0.969,0.19859978718020926,0.9432
10000,654571,38,0.11361104519850061,0.9696,0.197384292379972,0.9412
10000,654571,39,0.1102551440112186,0.9715,0.1979765658693884,0.9421
10000,654571,40,0.1072060089711056,0.9716,0.19694142451456062,0.941
10000,654571,41,0.10437715589811444,0.9739,0.19324708929721338,0.9437
10000,654571,42,0.10170793928624919,0.9716,0.193348185789064,0.9422
10000,654571,43,0.09907350546835701,0.9751,0.19018991335404406,0.9438
10000,654571,44,0.09565570488099089,0.9762,0.1995447604661347,0.9412
10000,654571,45,0.0932923431030439,0.9767,0.1947087744957215,0.9415
10000,654571,46,0.09102122059694316,0.9776,0.19525755167488448,0.9421
10000,654571,47,0.08832923847637512,0.9781,0.2223314459649091,0.9334
10000,654571,48,0.08624171163366985,0.9786,0.18377859484918174,0.9466
10000,654571,49,0.08333299041721753,0.9805,0.20307232149568538,0.9393
10000,654571,50,0.08086680572140058,0.9804,0.19136843146801313,0.9438
10000,654571,51,0.07901811914501458,0.9821,0.25790306976121685,0.9229
10000,654571,52,0.07829370104909171,0.9806,0.1845548912540292,0.9453
10000,654571,53,0.07419756482049304,0.9831,0.1811559240011782,0.9467
10000,654571,54,0.07200451582563144,0.9835,0.18194165141794774,0.9465
10000,654571,55,0.07081592454342588,0.9837,0.18899303171500628,0.9424
10000,654571,56,0.06852813583173042,0.9838,0.18468581913910334,0.9448
10000,654571,57,0.06704148218091155,0.985,0.19157238713195682,0.9413
10000,654571,58,0.0654162351911631,0.9838,0.1760119806175037,0.9486
10000,654571,59,0.06292614128117711,0.9858,0.18470449906320857,0.9454
10000,654571,60,0.06119081131011876,0.9869,0.17683417822039832,0.948
10000,654571,61,0.059428569382189184,0.9872,0.1802983387266796,0.9474
10000,654571,62,0.0579090674316554,0.9883,0.20154400527959332,0.9375
10000,654571,63,0.05724544450847758,0.9876,0.17326008917425956,0.95
10000,654571,64,0.05481629808090296,0.9886,0.17348932843992831,0.9494
10000,654571,65,0.05335671582238432,0.9881,0.1830550408437536,0.9474
10000,654571,66,0.05235209043879402,0.9896,0.18629223959792726,0.9456
10000,654571,67,0.05126867106193459,0.9892,0.17053517978464267,0.9497
10000,654571,68,0.04934292501663821,0.9903,0.17346774562723025,0.9482
10000,654571,69,0.04824089772029165,0.9905,0.17048297385401748,0.9498
10000,654571,70,0.04670885740691113,0.9912,0.17413195269833254,0.9491
10000,654571,71,0.045630757566219406,0.9918,0.1716075245521426,0.9495
10000,654571,72,0.04395488088647483,0.9924,0.17083603448905768,0.9501
10000,654571,73,0.04299441885577092,0.992,0.16879176391204767,0.951
10000,654571,74,0.04154184237062189,0.9921,0.17049348860088628,0.9511
10000,654571,75,0.04105630663955126,0.993,0.16745386609565263,0.9514
10000,654571,76,0.03990457524202742,0.9927,0.16786489729911563,0.9515
10000,654571,77,0.038748019713004206,0.9935,0.18184243144317316,0.9468
10000,654571,78,0.03817276190422246,0.9931,0.16687369463467536,0.9504
10000,654571,79,0.03695522043504708,0.994,0.16781516090612414,0.9504
10000,654571,80,0.03582498178065426,0.9942,0.1679700753037894,0.9511
10000,654571,81,0.03484133614268806,0.9946,0.1684668057106271,0.9519
10000,654571,82,0.0339926383571199,0.9942,0.16749571367897498,0.9526
10000,654571,83,0.032995091625652596,0.9953,0.18332228053887628,0.9458
10000,654571,84,0.032681174387383986,0.9951,0.1697408294432166,0.9512
10000,654571,85,0.03172440123054534,0.9962,0.16676094740014274,0.9521
10000,654571,86,0.030634190066585264,0.996,0.16847829713040569,0.9509
10000,654571,87,0.029815562565204085,0.9964,0.17020507458430015,0.9511
10000,654571,88,0.029414078620476174,0.9966,0.16684136819280285,0.9512
10000,654571,89,0.02834533006748257,0.9968,0.16790554256900864,0.9518
10000,654571,90,0.027837851129411985,0.9969,0.16522474621044114,0.9521
