architecture,epoch,train_loss_mean,train_loss_std,train_accuracy_mean,train_accuracy_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std
1_hidden_layer,26,0.052895586334869675,8.153978368967298e-05,0.9858600000000001,0.0003078960863668208,0.08693827469771558,0.0014543736835469791,0.9740333333333333,0.0007505553499465172
1_hidden_layer,27,0.05059948420567897,9.946780727517635e-05,0.9867466666666665,0.0003354598833442236,0.08533083234286144,0.0007422325720849747,0.9738000000000001,0.0010440306508910742
1_hidden_layer,28,0.04835835010271056,0.00027067209762427966,0.9874200000000001,0.0001216552506059195,0.08512500467121399,0.0025247888765427997,0.9741333333333334,0.000814452781524755
1_hidden_layer,29,0.04637314946870479,0.00019784533103996032,0.9881466666666666,0.00015143755588802068,0.08474349890636945,0.0009079702815079591,0.9743666666666666,0.0012858201014657226
1_hidden_layer,30,0.04448318796698298,0.00031537524341910086,0.9887733333333334,0.00019731531449270094,0.08341396578037692,0.002034381866319783,0.9753,0.00026457513110645617
1_hidden_layer,31,0.042695333021930244,0.0003872246141380045,0.98924,0.00012165525060595373,0.08374078759585118,0.00233560788673023,0.9751333333333333,0.0009291573243177626
1_hidden_layer,32,0.041053886262130905,0.0004567986823790971,0.9897866666666667,9.018499505645062e-05,0.08160136166343714,0.0011693588575274678,0.9757000000000001,0.00017320508075686865
1_hidden_layer,33,0.03939305506388339,0.0004544276769688828,0.99032,0.0002029778313018628,0.08054100968295015,0.001438313317080829,0.9753333333333334,0.0008326663997864214
1_hidden_layer,34,0.03764533012285235,0.0006110977318400497,0.9909333333333333,0.00041198705481284453,0.0815950921598203,0.0027209160705530012,0.9748333333333333,0.000642910050732872
1_hidden_layer,35,0.036514719937224834,0.0005650630608431898,0.9912199999999999,9.999999999998899e-05,0.07884785710552993,0.0005136318791613365,0.9759333333333333,0.0008736894948054222
1_hidden_layer,36,0.0350571728247847,0.0005564222369702427,0.9916666666666667,0.000371662929727118,0.07958761773662522,0.0009495965461318634,0.9761000000000001,0.0005567764362830156
1_hidden_layer,37,0.03365711889091754,0.0006040254651135939,0.99216,0.0005302829433425859,0.07921520132501692,0.0015063109785297625,0.9760666666666666,0.0004932882862316585
1_hidden_layer,38,0.03242011196529307,0.0006525029583340466,0.99266,0.0002078460969083129,0.0786846981186522,0.0014650674832481004,0.9762333333333334,0.0008326663997864969
1_hidden_layer,39,0.031247283298589935,0.0005966708154725333,0.99286,0.0004256759330758774,0.07775027826273023,0.0005168058210085359,0.9762666666666666,0.0006806859285554078
1_hidden_layer,40,0.03004209849369076,0.0006573728990816929,0.9934466666666667,0.0002516611478424133,0.07873949320490158,0.0018658383919040182,0.9763000000000001,0.0007999999999999258
1_hidden_layer,41,0.02895364145794486,0.0006300468025265896,0.9936666666666666,0.00029687258770949934,0.07728349888499474,0.0016262248189728365,0.9768666666666667,0.0007767453465154472
1_hidden_layer,42,0.027884376726383543,0.0005851764820810865,0.9942533333333333,0.00023860706890893964,0.07845769611659491,0.0014576883754719259,0.9767333333333333,0.0007023769168568852
1_hidden_layer,43,0.02690762544878389,0.0005443820696305501,0.99442,0.00018000000000004124,0.07699848066399011,0.0008077929941607668,0.9767666666666667,0.00040414518843269356
1_hidden_layer,44,0.025879138441715455,0.0005370639590938082,0.99484,0.0004326661530556534,0.07700902678587476,0.0008945331921832313,0.9767666666666667,0.0006429100507329166
1_hidden_layer,45,0.02501905781569999,0.0006123445940648583,0.9950333333333333,7.57187779440476e-05,0.07706957439452641,0.0009587052792868096,0.9768,9.999999999998899e-05
1_hidden_layer,46,0.02407130904998313,0.0005949870296092095,0.9953799999999999,0.0003538361202590851,0.07669196016435119,0.0008586107038432624,0.9769333333333333,0.00035118845842838596
1_hidden_layer,47,0.02332318876223771,0.0006141304479671254,0.9956733333333334,0.0004346646216720796,0.0770246974466887,0.0015917111512706841,0.9770333333333333,0.0007637626158259982
1_hidden_layer,48,0.022536841557105905,0.0005292624027723557,0.9959000000000001,0.0002306512518933987,0.0759933875754581,0.0007687074305156094,0.9766333333333334,0.00032145502536639643
1_hidden_layer,49,0.021745234381141187,0.0005320228803580312,0.9960666666666667,0.0001814754345175952,0.07693647565739604,0.001609845648196041,0.9765,0.00030000000000003635
1_hidden_layer,50,0.02106359036546465,0.0005336782877214375,0.99652,0.0002749545416973498,0.07680040748402567,0.0005305088636324343,0.9768,0.0003605551275463592
1_hidden_layer,51,0.020400669320179088,0.0005316076469229356,0.9966266666666667,0.00020132891827386008,0.07670772717935977,0.0008722690453538451,0.9775999999999999,0.0005567764362830031
1_hidden_layer,52,0.0196594655130801,0.0006396092737381321,0.9968866666666667,0.00019218047073861345,0.07638189409946038,0.0011039248206117917,0.9774333333333334,0.0003511884584284518
1_hidden_layer,53,0.018951619550658688,0.000535609344992429,0.997,0.00012165525060600393,0.07655933452864179,0.0014161864676352166,0.9773,0.0005567764362829683
1_hidden_layer,54,0.018379587467213677,0.0005385193338985781,0.9973266666666666,0.00011015141094575073,0.07627295624887413,0.0008457636584661893,0.9774333333333334,0.0006658328118479438
1_hidden_layer,55,0.017846556682565143,0.0005537874938670266,0.9974133333333333,0.00019218047073866638,0.07604741432578292,0.001677950581899971,0.9777333333333332,0.0004725815626252871
1_hidden_layer,56,0.017203886036220667,0.0006456648841347379,0.99764,0.00021166010488517435,0.07646798367700429,0.0006413036000941751,0.9777999999999999,0.0003605551275463592
1_hidden_layer,57,0.016774713884162577,0.0005408823637925275,0.9976066666666666,0.00024110855093358792,0.07591177658643072,0.0015863078598229506,0.9773999999999999,0.00026457513110653483
1_hidden_layer,58,0.016189080311002253,0.0005358195858268728,0.9979,0.0001587450786638716,0.07634960545643794,0.00027079434632652495,0.9775666666666667,0.00032145502536646837
1_hidden_layer,59,0.015651875895712323,0.00043346900508573497,0.9979866666666667,0.0001616580753731264,0.07566969741997369,0.001058462634026443,0.9777,0.00019999999999997797
1_hidden_layer,60,0.01519940809026722,0.0005215157662081045,0.9980533333333333,0.00026102362600597507,0.07580993120521033,0.001099253487034026,0.9777333333333335,0.00020816659994659034
1_hidden_layer,61,0.014765556808980266,0.0005110657942351965,0.9983133333333333,0.00010066445913693187,0.0762432742196029,0.001648316709130786,0.9780333333333333,0.0003055050463303557
1_hidden_layer,62,0.014391719808681896,0.0005475966297363074,0.9983133333333334,4.618802153516818e-05,0.07593563100694442,0.001400338123425679,0.9777,0.0003605551275464593
1_hidden_layer,63,0.013889225588707269,0.00044813499527099137,0.9984333333333334,6.429100507324416e-05,0.07605749689023387,0.001954053592394615,0.9777333333333335,0.0002886751345947811
1_hidden_layer,64,0.013537554980245434,0.000559825894605276,0.9985399999999999,0.00010583005244256358,0.0768889188749405,0.0012062758080263571,0.9775333333333333,0.0005507570547286167
1_hidden_layer,65,0.01316498362087809,0.0004873278083849382,0.9986933333333333,6.110100926610868e-05,0.0767655453847732,0.002080637982214536,0.9779333333333334,0.0004509249752822726
1_hidden_layer,66,0.01276075340005236,0.0005405152687707134,0.9988199999999999,7.211102550930187e-05,0.07741598879367512,0.001526965706148441,0.9774666666666666,0.0004041451884327565
1_hidden_layer,67,0.012396258399633493,0.0004844775687008274,0.9988199999999999,0.0001562049935180761,0.07709710148386419,0.0012438833241083806,0.9777333333333332,0.0004725815626252871
1_hidden_layer,68,0.01203880139543032,0.0005173756573160755,0.9988800000000001,0.0,0.07708894655456876,0.0018918953504285852,0.9779333333333334,0.0006110100926607659
1_hidden_layer,69,0.011760715574587279,0.00048506702758830387,0.9989533333333332,6.429100507327871e-05,0.0772231779175936,0.0011888705424177863,0.9780666666666668,0.0004041451884327679
1_hidden_layer,70,0.011393930726651477,0.00045631189435998466,0.9990133333333334,5.03322295684448e-05,0.07753608167772046,0.0010502016597248483,0.9773333333333333,5.773502691903634e-05
1_hidden_layer,71,0.011096510114288327,0.0004892272580974152,0.9990866666666666,7.571877794401583e-05,0.07730694611081773,0.001510913555014239,0.9778333333333333,0.00040414518843269356
1_hidden_layer,72,0.010835851432831056,0.0004333440246711804,0.9991333333333333,1.1547005383755988e-05,0.07706052405926216,0.0012322734828292407,0.9780333333333333,5.7735026918956215e-05
1_hidden_layer,73,0.010510016491917462,0.0004411488441059581,0.9992333333333333,3.0550504633030116e-05,0.07738888484184958,0.0015955582513041556,0.9779333333333334,0.00041633319989320736
1_hidden_layer,74,0.010259484016587593,0.00044903558341504476,0.9992133333333334,0.00011015141094571125,0.07727987233994177,0.0015969710047159585,0.9778666666666668,0.00015275252316517785
1_hidden_layer,75,0.009972849644228949,0.00042887343606107085,0.9992800000000001,3.9999999999970615e-05,0.07760191942420104,0.001410480898702382,0.9780666666666668,0.0004509249752822521
1_hidden_layer,76,0.009711411326114486,0.00042917211343289076,0.99934,9.16515138991055e-05,0.07762861294256121,0.000665230390330289,0.9779,0.00019999999999997797
1_hidden_layer,77,0.009490449223994562,0.0004769581887153421,0.9993733333333333,9.451631252508405e-05,0.07798620148852724,0.0014981169417841152,0.9780666666666665,0.00032145502536639643
1_hidden_layer,78,0.009238079710621868,0.0004098252601524132,0.9993733333333333,7.571877794401583e-05,0.07810902245202785,0.0016103122350794752,0.9782000000000001,0.00026457513110651385
1_hidden_layer,79,0.009015532090985882,0.0004233497374519249,0.9994,0.00010000000000007225,0.07844341282401791,0.0019583453251031213,0.9777999999999999,0.00026457513110642993
1_hidden_layer,80,0.008824281209498413,0.0003852032149029318,0.9994266666666668,9.237604307038443e-05,0.07790174594072244,0.0012824023550802527,0.9779,0.00026457513110642993
1_hidden_layer,81,0.00859717927882471,0.0003792981932151441,0.9994533333333333,1.1547005383844125e-05,0.07813775649739652,0.0016849867190922457,0.9778666666666668,5.773502691895622e-05
1_hidden_layer,82,0.008427678726056823,0.0003921455319622156,0.9994666666666667,4.1633319989377625e-05,0.07831279973012768,0.0012772797343494596,0.9779,9.999999999998899e-05
1_hidden_layer,83,0.00821504229477492,0.0004000317173609586,0.9994933333333332,8.326663997866414e-05,0.07880776771404141,0.0009924264374930318,0.9778333333333333,0.00032145502536639643
1_hidden_layer,84,0.008035818200220491,0.0003559414347924308,0.99954,8.717797887084653e-05,0.07924658116820672,0.0020736313666648576,0.9779333333333332,0.0007371114795832336
1_hidden_layer,85,0.00783071569296796,0.00034462211563507773,0.99952,3.46410161513561e-05,0.07848743158455761,0.0014754216259418842,0.9781,0.0003464101615137373
1_hidden_layer,86,0.007649067066569388,0.000361918272966401,0.99958,7.211102550924413e-05,0.07911800231162076,0.0017385801879936343,0.9780666666666668,0.0005507570547286335
1_hidden_layer,87,0.007468832411540477,0.0003467790897641599,0.9995866666666666,7.023769168569589e-05,0.07976183623501676,0.0017636181985259936,0.9777333333333332,0.000550757054728573
1_hidden_layer,88,0.007304902935842701,0.00033352583120394117,0.9995866666666666,5.033222956846134e-05,0.07935015897933867,0.0018703904114604091,0.9780000000000001,0.00043588989435401935
1_hidden_layer,89,0.007129287823378663,0.000321659946345334,0.9996466666666667,6.110100926610263e-05,0.07931855751915921,0.001596057505989025,0.9782333333333333,0.0002516611478423674
1_hidden_layer,90,0.006985485641248114,0.0002845614237522542,0.99966,5.291502622134473e-05,0.07905039279630764,0.0016793050504827914,0.9782666666666667,0.00025166114784234164
1_hidden_layer,91,0.006814300319152015,0.0003061784044548546,0.9996666666666667,5.0332229568466855e-05,0.07972619550141025,0.002014533987206559,0.9782333333333333,0.0004932882862316379
1_hidden_layer,92,0.006687697379048569,0.0002900993976912168,0.9997266666666667,6.429100507327727e-05,0.07957946102702686,0.0018511433636331164,0.9776666666666666,0.0004041451884327565
1_hidden_layer,93,0.006534753909403337,0.00029771313491339254,0.9997400000000001,8.000000000005225e-05,0.07972391500993091,0.0023844712769063056,0.9780666666666668,0.00030550504633037386
1_hidden_layer,94,0.006414827734947366,0.00027403096583714104,0.9997199999999999,9.165151389915093e-05,0.07968573120341571,0.0017240135699441678,0.9779666666666667,0.0002516611478423306
1_hidden_layer,95,0.006275769626009475,0.0002820056261488776,0.9997466666666668,4.618802153511209e-05,0.08038939471616309,0.0011437314516365095,0.9783,0.00010000000000007225
1_hidden_layer,96,0.006148085873038729,0.0002758858598611344,0.9997733333333333,3.0550504633030116e-05,0.08042661645187997,0.0016260186101389063,0.9782000000000001,0.00045825756949555174
1_hidden_layer,97,0.006037369081281163,0.0002693064352572413,0.9997733333333333,7.023769168566824e-05,0.07998212153127882,0.0018658805398719066,0.9781,0.00026457513110642993
1_hidden_layer,98,0.00590198340234598,0.0002383656650438333,0.99978,5.2915026221287034e-05,0.0801047624981491,0.0019096533008764061,0.9786666666666667,5.7735026918956215e-05
1_hidden_layer,99,0.00580278042278358,0.00026121325377555276,0.99982,5.2915026221287034e-05,0.08066363764273991,0.0017590645651713668,0.9781,0.0003464101615137373
1_hidden_layer,100,0.0056816615906836185,0.00022472364916124212,0.9997866666666667,6.110100926597545e-05,0.08079747468214672,0.001622260158243411,0.9781,0.0005196152422706701
2_hidden_layers,1,2.0278117907758255,0.08053362327134589,0.2581466666666667,0.034411685999574844,0.8869410258747514,0.09335421176454131,0.6903333333333332,0.04855248019754845
2_hidden_layers,2,0.5758015401720274,0.0029634468934044964,0.8237533333333333,0.0008198373822492552,0.46460385987779174,0.01829165255470945,0.8568666666666666,0.011163482132978648
2_hidden_layers,3,0.36649335722880755,0.004697305267426836,0.8937133333333334,0.0006416645021607832,0.34133146450608515,0.030449830314315765,0.8978,0.010974060324237322
2_hidden_layers,4,0.27679776840589815,0.0032732570644905656,0.9202533333333333,0.001016136473773724,0.26815536958135106,0.004780085229004116,0.9186,0.002718455443813631
2_hidden_layers,5,0.2188397881924827,0.0010722635039144635,0.9371333333333333,0.00018903262505015047,0.19797769290873388,0.0034812292710823425,0.9423666666666666,0.0011547005383792366
2_hidden_layers,6,0.1794364514588386,0.001150087932887919,0.9484066666666666,0.0007322112627741363,0.1735083980050197,0.011603844880443564,0.9489666666666667,0.003946306289852993
2_hidden_layers,7,0.1517316933483361,0.001583488464813501,0.9563466666666667,0.00040808495847471525,0.15223697712734227,0.0023829487274122734,0.9556,0.0010392304845413482
2_hidden_layers,8,0.13185696468987002,0.0015386549414337113,0.96244,0.0004386342439892048,0.14234230341070986,0.0047104753424938575,0.9575333333333335,0.002706165799305966
2_hidden_layers,9,0.11511835359266691,0.0007092567602088666,0.9671866666666666,0.0003667878587594377,0.13257679960782834,0.006196699219967671,0.9592333333333333,0.0026102362600602994
2_hidden_layers,10,0.10254992947671131,0.001728707905053238,0.9705866666666667,0.0005773502691896344,0.12859787301006267,0.014888122620364987,0.9612333333333334,0.004518111699962008
2_hidden_layers,11,0.0915615260658314,0.0019775349910735062,0.9738133333333333,0.0011202380699357423,0.11276533472108102,0.004174089219970321,0.9655,0.0019287301521985368
2_hidden_layers,12,0.08209582785961193,0.002043775957053328,0.9765600000000001,0.0006584831053261993,0.1096555985065505,0.006693785927568875,0.9659666666666666,0.0009451631252505478
2_hidden_layers,13,0.07529650304089902,0.0019671672174583505,0.9787333333333333,0.0007603507962337552,0.10976224477636216,0.011870010976133622,0.9659666666666666,0.005217598425840498
2_hidden_layers,14,0.06824347518295147,0.00207683817571338,0.9802733333333333,0.0008904680417248411,0.09920754519204146,0.003723224960136055,0.9697999999999999,0.0010535653752852686
2_hidden_layers,15,0.06200673296271094,0.0019461601982605024,0.9822066666666668,0.0007381959992666635,0.09821998385889492,0.008424166493816871,0.9703666666666666,0.0021501937897160173
2_hidden_layers,16,0.05698385605079511,0.0017448042728126468,0.9836866666666667,0.0004772141378179413,0.09045630396053217,0.0015207637429138611,0.9727333333333333,0.00037859388971997655
2_hidden_layers,17,0.051941452425987,0.0021458143633879515,0.98536,0.0008487638069569007,0.09273769459017951,0.006192989469114872,0.9722333333333334,0.0016802777548170712
2_hidden_layers,18,0.0476220128470047,0.0022623453960466757,0.9867533333333333,0.0005937451754190158,0.08528500670415991,0.000589523754023407,0.9750666666666667,0.0008962886439832314
2_hidden_layers,19,0.04381082913911118,0.002000045704962762,0.9876999999999999,0.0006199999999999848,0.08929746575409131,0.0027818995176978807,0.9728333333333333,0.0008736894948054148
2_hidden_layers,20,0.03984390454480961,0.0020790192982978457,0.9890333333333333,0.0005913825608972378,0.09431158854542561,0.017698162991484488,0.971,0.006069596362197431
2_hidden_layers,21,0.036648006097542644,0.0017855363698489704,0.99004,0.00012000000000000899,0.0904283835677361,0.008169439381954908,0.9737,0.002858321185591265
2_hidden_layers,22,0.033497072244728386,0.0022429036749250343,0.9909733333333334,0.0007088958550684877,0.08240165524552609,0.0007327512954049005,0.9759333333333333,0.00032145502536639643
2_hidden_layers,23,0.03049018799831851,0.0011963468888783401,0.99208,0.0004915282290978213,0.08795469626882495,0.005210807191022816,0.9742666666666667,0.0018147543451754499
2_hidden_layers,24,0.027848842122692872,0.0014089932425410557,0.9928,0.00027495454169733466,0.09298214615700584,0.009905259383595417,0.9732666666666666,0.002830783166074952
2_hidden_layers,25,0.025663607034070706,0.0015630278182173596,0.9936400000000001,0.0004014971979977263,0.0831531709731354,0.0028327043657016488,0.9765666666666667,0.000750555349946511
2_hidden_layers,26,0.023284515644409073,0.0015758453025054317,0.9945066666666666,0.0005828664798505725,0.09462428080241536,0.009619027252814095,0.9730333333333334,0.0029838453936712624
2_hidden_layers,27,0.02130610508045119,0.001161015377849895,0.9951333333333334,0.00024110855093368997,0.08459126502796493,0.002230165164656185,0.9763666666666667,0.0012423096769056147
2_hidden_layers,28,0.018962896892069467,0.0014337018632329128,0.9958866666666667,0.0003716629297270856,0.08599894057953678,0.0054261910025408915,0.9760333333333334,0.001457166199626289
2_hidden_layers,29,0.01769712048195086,0.0013769196961806573,0.9961866666666667,0.0005643875736879209,0.08573187125456648,0.004771530234007389,0.9771333333333333,0.0017039170558842418
2_hidden_layers,30,0.01579708690666437,0.001115924258517418,0.9968666666666667,0.00027153882472554284,0.08835968326720495,0.008684449091040639,0.9767,0.0015716233645501128
2_hidden_layers,31,0.014403320134992561,0.0007197548308503412,0.9972799999999999,0.00021071307505709822,0.08764694698923674,0.010379987955670264,0.9765,0.0025514701644346236
2_hidden_layers,32,0.01305971070949425,0.0008059446213998537,0.9976933333333333,0.00035795716689756305,0.0841319554540146,0.0036566973653551684,0.9769,0.0014525839046333898
2_hidden_layers,33,0.011871386398468707,0.0008313943462537806,0.99798,0.0003994996871087796,0.0865049851951817,0.002968427349906178,0.9763999999999999,0.001228820572744452
2_hidden_layers,34,0.010673158492408559,0.0005245605238465286,0.9985400000000001,0.00017999999999998573,0.09512443306126556,0.01974782239117561,0.9747,0.006237788069500256
2_hidden_layers,35,0.009908956604751258,0.0006518439227204206,0.9986666666666667,0.00020033305601756311,0.08733197435634277,0.006037148828050484,0.9774666666666666,0.0009865765724632778
2_hidden_layers,36,0.009000452497192292,0.0007556265108419223,0.99878,0.0001928730152198419,0.08686150340923243,0.00179199631075279,0.9771,0.00017320508075686865
2_hidden_layers,37,0.008070026986277944,0.00042271035791873086,0.9991133333333333,7.023769168565507e-05,0.08672473198243554,0.0019183164602823773,0.9780666666666665,0.0006806859285554573
2_hidden_layers,38,0.00733044534907487,0.0006449381152768858,0.9992533333333333,0.00017009801096236246,0.10681907660122618,0.028984578273554384,0.9720999999999999,0.007066116330771836
2_hidden_layers,39,0.0068410476384768255,0.0004299715406371871,0.9993333333333333,0.00011547005383791243,0.08722730489075746,0.003129474757849576,0.9779666666666667,0.0015947831618540753
2_hidden_layers,40,0.006243676520507728,0.0003846334645884469,0.9994266666666668,6.429100507334203e-05,0.08950959285363003,0.0007181765684740458,0.9773666666666667,0.00011547005383799255
2_hidden_layers,41,0.005721278511868368,0.0003160041009831172,0.9994733333333333,6.429100507333052e-05,0.08877112535086647,0.004212544320058064,0.9781666666666666,0.00140118997046558
2_hidden_layers,42,0.005225483003852654,0.0002662341980129561,0.9996466666666667,6.429100507331037e-05,0.08857252781755094,0.0037507966164754872,0.9784,0.000964365076099326
2_hidden_layers,43,0.004816610068591919,0.00021466385554097644,0.9996999999999999,3.4641016151332065e-05,0.09063650456315468,0.0018705055715633695,0.9775333333333333,0.0010115993936995933
2_hidden_layers,44,0.004453265792890512,0.00019137482349483622,0.9997666666666666,3.05505046330816e-05,0.090425072127355,0.0019450395729275374,0.9783333333333334,0.0008386497083605391
2_hidden_layers,45,0.004100030717228206,0.00016668637387720077,0.9997866666666667,5.7735026918956215e-05,0.09073282858602856,0.00343391992666311,0.9779333333333334,0.0008386497083605391
2_hidden_layers,46,0.003836546016706952,0.00024662590949614364,0.99982,7.211102550929417e-05,0.09149212176101962,0.003712226064302654,0.9783333333333334,0.0009712534856222493
2_hidden_layers,47,0.0035962637377559815,0.00020865389994020737,0.9998533333333333,3.055050463300589e-05,0.09079224436358713,0.0031348133522634864,0.9788333333333333,0.0009291573243177243
2_hidden_layers,48,0.0034258594841146636,0.00012806611170142754,0.99984,1.9999999999936735e-05,0.09226237630143215,0.0013046096145910826,0.9783,0.0007937253933193946
2_hidden_layers,49,0.0031013504964207688,0.00012179883179120662,0.9998866666666667,2.3094010767600115e-05,0.09273610089976192,0.0028600339294555946,0.9784666666666667,0.0007094598884597556
2_hidden_layers,50,0.0029327585393951455,0.00011091380164809621,0.99992,3.4641016151332065e-05,0.0920880470423898,0.0032377445855899314,0.9783666666666667,0.0012423096769056147
2_hidden_layers,51,0.002737646138155,6.360246560472e-05,0.9999533333333334,1.1547005383731951e-05,0.0931197297995474,0.003438702735075687,0.9786,0.001652271164185872
2_hidden_layers,52,0.002581707744124313,9.106463439423674e-05,0.9999600000000001,1.9999999999936735e-05,0.09362604112261179,0.003509274732313165,0.9786333333333334,0.0010066445913694622
2_hidden_layers,53,0.0024456153929871115,9.30509723728533e-05,0.9999600000000001,2.0000000000020002e-05,0.0939184505350385,0.0033014844590617013,0.9785666666666666,0.001504437879519537
2_hidden_layers,54,0.0023110387566629095,8.041304603314026e-05,0.9999600000000001,3.46410161513561e-05,0.09450300618848177,0.0034892566147272162,0.9785,0.0011357816691600665
2_hidden_layers,55,0.0022524105520184655,8.126498583046258e-05,0.9999533333333334,2.3094010767544028e-05,0.0942171575079629,0.0034996338838566778,0.9785,0.001307669683062192
2_hidden_layers,56,0.0020935674336910637,8.331705892680498e-05,0.9999866666666666,1.1547005383788038e-05,0.09513662949992104,0.0033811138540263655,0.9786333333333334,0.000873689494805453
2_hidden_layers,57,0.002003872366995064,7.268194472070576e-05,0.9999866666666666,1.1547005383755988e-05,0.09552451750450025,0.0034505727395190296,0.9788333333333332,0.0011846237095944636
2_hidden_layers,58,0.0019061338293850944,6.787574461197602e-05,0.9999866666666666,1.1547005383804064e-05,0.09520324528137425,0.0027185579652617034,0.9788333333333333,0.0010214368964029932
2_hidden_layers,59,0.001828567337318561,4.643013466020246e-05,0.9999933333333333,1.1547005383844125e-05,0.09583342191672604,0.0037611808567386707,0.9785666666666666,0.0015307950004273055
2_hidden_layers,60,0.001752578722549271,5.486156365153172e-05,0.9999933333333333,1.1547005383796051e-05,0.09620149336922436,0.0035991129376087942,0.9790333333333333,0.0013796134724383831
2_hidden_layers,61,0.0017009679326960118,4.970249414098162e-05,0.9999866666666666,1.1547005383755988e-05,0.09634723114484034,0.003047799916972084,0.979,0.0013856406460551736
2_hidden_layers,62,0.0016090269180058364,4.036048886676877e-05,1.0,0.0,0.09737854304681604,0.0030843975997231917,0.9787333333333333,0.0006806859285554669
2_hidden_layers,63,0.0015527173660295132,4.6812731928383047e-05,1.0,0.0,0.09702147647413457,0.003666269381428291,0.9790666666666666,0.0012503332889007266
