architecture,hidden_sizes,number_of_hidden_layers,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy
2_hidden_layers,"[128, 128]",2,773955,66,0.0013879445353988573,1.0,0.10382362503667852,0.9779
2_hidden_layers,"[128, 128]",2,773955,67,0.0013331147045127275,1.0,0.1021818296204859,0.9782
2_hidden_layers,"[128, 128]",2,773955,68,0.0012995357867778387,1.0,0.10252197618123653,0.978
2_hidden_layers,"[128, 128]",2,773955,69,0.0012567224086062112,1.0,0.10265887145035474,0.978
2_hidden_layers,"[128, 128]",2,773955,70,0.001220320890786599,1.0,0.10360670215116076,0.9781
2_hidden_layers,"[128, 128]",2,773955,71,0.0011797388934399536,1.0,0.10412300302182743,0.9776
2_hidden_layers,"[128, 128]",2,773955,72,0.001147373836593038,1.0,0.10394170272905533,0.978
2_hidden_layers,"[128, 128]",2,773955,73,0.0011049143070375157,1.0,0.1038074694633133,0.978
2_hidden_layers,"[128, 128]",2,773955,74,0.0010870296943569764,1.0,0.10428765300640078,0.9782
2_hidden_layers,"[128, 128]",2,773955,75,0.0010511530998290712,1.0,0.10520862797692157,0.9781
2_hidden_layers,"[128, 128]",2,773955,76,0.0010221224139643971,1.0,0.10508471958524906,0.9784
2_hidden_layers,"[128, 128]",2,773955,77,0.0010014596957121779,1.0,0.10655311522988029,0.9783
2_hidden_layers,"[128, 128]",2,773955,78,0.0009759733612314577,1.0,0.1054795289512713,0.9782
2_hidden_layers,"[128, 128]",2,773955,79,0.000947892008145586,1.0,0.10599843034423387,0.9781
2_hidden_layers,"[128, 128]",2,773955,80,0.0009233621201538432,1.0,0.10573911831473713,0.9781
2_hidden_layers,"[128, 128]",2,773955,81,0.0009013980049108711,1.0,0.10672916237875972,0.9782
2_hidden_layers,"[128, 128]",2,773955,82,0.0008837725585030164,1.0,0.10660886788372191,0.9779
2_hidden_layers,"[128, 128]",2,773955,83,0.000863748529706482,1.0,0.1072479927033259,0.9784
2_hidden_layers,"[128, 128]",2,773955,84,0.0008404159621955794,1.0,0.10794371815504615,0.9783
2_hidden_layers,"[128, 128]",2,773955,85,0.0008226664651008463,1.0,0.10745492777016576,0.9782
2_hidden_layers,"[128, 128]",2,773955,86,0.0008048209810015143,1.0,0.1078953159326126,0.9784
2_hidden_layers,"[128, 128]",2,773955,87,0.0007845047719326681,1.0,0.10850318406908518,0.9783
2_hidden_layers,"[128, 128]",2,773955,88,0.0007727262421546408,1.0,0.10820092804303545,0.9784
2_hidden_layers,"[128, 128]",2,773955,89,0.0007520588531653898,1.0,0.10824319037470644,0.9781
2_hidden_layers,"[128, 128]",2,773955,90,0.0007378906211553702,1.0,0.10878517912531847,0.978
2_hidden_layers,"[128, 128]",2,773955,91,0.0007238154304080983,1.0,0.10917634097818607,0.9787
2_hidden_layers,"[128, 128]",2,773955,92,0.0007096492467594699,1.0,0.10929741371808048,0.9782
2_hidden_layers,"[128, 128]",2,773955,93,0.0006976730509172566,1.0,0.1098467605185715,0.9783
2_hidden_layers,"[128, 128]",2,773955,94,0.0006838002538850647,1.0,0.10976325807127969,0.9781
2_hidden_layers,"[128, 128]",2,773955,95,0.0006706978769757077,1.0,0.10956341898260362,0.978
2_hidden_layers,"[128, 128]",2,773955,96,0.0006574600632846664,1.0,0.1101178863030152,0.978
2_hidden_layers,"[128, 128]",2,773955,97,0.0006450790058749035,1.0,0.1104028801849377,0.9781
2_hidden_layers,"[128, 128]",2,773955,98,0.0006307931527049396,1.0,0.11041651924804069,0.9783
2_hidden_layers,"[128, 128]",2,773955,99,0.0006206867525252764,1.0,0.11113625110607557,0.9785
2_hidden_layers,"[128, 128]",2,773955,100,0.0006108981507900526,1.0,0.1108450167452361,0.9783
3_hidden_layers,"[128, 128, 128]",3,654571,1,2.3014740946936514,0.11248,2.301718543826419,0.1093
3_hidden_layers,"[128, 128, 128]",3,654571,2,2.301167364350007,0.11298,2.3015950199242003,0.1093
3_hidden_layers,"[128, 128, 128]",3,654571,3,2.300950738520494,0.11298,2.3012749699849193,0.1093
3_hidden_layers,"[128, 128, 128]",3,654571,4,2.2990805491699677,0.11298,2.292636194290518,0.1093
3_hidden_layers,"[128, 128, 128]",3,654571,5,1.7052631632996138,0.36036,0.9364630902780574,0.6818
3_hidden_layers,"[128, 128, 128]",3,654571,6,0.6537474669086807,0.79234,0.39943836184948434,0.8912
3_hidden_layers,"[128, 128, 128]",3,654571,7,0.3498504010888415,0.89998,0.2999941528246644,0.9144
3_hidden_layers,"[128, 128, 128]",3,654571,8,0.24729242437157478,0.93034,0.2489133040942175,0.9309
3_hidden_layers,"[128, 128, 128]",3,654571,9,0.1912010350492509,0.94644,0.20320602593345916,0.9418
3_hidden_layers,"[128, 128, 128]",3,654571,10,0.1527498685469128,0.95584,0.17119017400588046,0.9511
3_hidden_layers,"[128, 128, 128]",3,654571,11,0.126563512134936,0.96404,0.2349301854917428,0.9361
3_hidden_layers,"[128, 128, 128]",3,654571,12,0.1064648440948221,0.96894,0.13815128231723448,0.9602
3_hidden_layers,"[128, 128, 128]",3,654571,13,0.09130682885715832,0.97342,0.1236038069009115,0.9655
3_hidden_layers,"[128, 128, 128]",3,654571,14,0.07976007438337766,0.97654,0.12137930181594739,0.9665
3_hidden_layers,"[128, 128, 128]",3,654571,15,0.06822375432053449,0.9799,0.1162856692029116,0.9662
3_hidden_layers,"[128, 128, 128]",3,654571,16,0.0598287164279199,0.98248,0.12212318509376612,0.9669
3_hidden_layers,"[128, 128, 128]",3,654571,17,0.051034901052056575,0.98518,0.11525582749376426,0.9676
3_hidden_layers,"[128, 128, 128]",3,654571,18,0.045382356705894925,0.98704,0.11296248262437186,0.97
3_hidden_layers,"[128, 128, 128]",3,654571,19,0.04034216612474367,0.9882,0.1297569446412779,0.9661
3_hidden_layers,"[128, 128, 128]",3,654571,20,0.03444767740505184,0.99008,0.11556028684648122,0.97
3_hidden_layers,"[128, 128, 128]",3,654571,21,0.029888451535218546,0.99094,0.13855648332698423,0.9644
3_hidden_layers,"[128, 128, 128]",3,654571,22,0.024923127517268086,0.99338,0.13205643665767638,0.9662
3_hidden_layers,"[128, 128, 128]",3,654571,23,0.021587407800993493,0.99428,0.12218423841926825,0.9698
3_hidden_layers,"[128, 128, 128]",3,654571,24,0.01831249202885326,0.99548,0.24311451612219767,0.9453
3_hidden_layers,"[128, 128, 128]",3,654571,25,0.017682147123208782,0.99536,0.13109173552912043,0.9699
3_hidden_layers,"[128, 128, 128]",3,654571,26,0.01243698306363585,0.99682,0.12988506190950497,0.9687
3_hidden_layers,"[128, 128, 128]",3,654571,27,0.01152451398275618,0.99716,0.13266190020251742,0.97
3_hidden_layers,"[128, 128, 128]",3,654571,28,0.008984490419736162,0.99802,0.14760868517815842,0.9684
3_hidden_layers,"[128, 128, 128]",3,654571,29,0.006289547179768059,0.99886,0.13947580150640357,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,30,0.004579602765996252,0.9994,0.1350974132775198,0.9718
3_hidden_layers,"[128, 128, 128]",3,654571,31,0.003244790809472714,0.99986,0.13720778662755406,0.9714
3_hidden_layers,"[128, 128, 128]",3,654571,32,0.002683329346916346,0.99986,0.14022680838687304,0.9711
3_hidden_layers,"[128, 128, 128]",3,654571,33,0.002149999520636242,0.99996,0.14129957184945227,0.9715
3_hidden_layers,"[128, 128, 128]",3,654571,34,0.0019105727645979665,0.99994,0.1435953587326338,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,35,0.001512961387314447,1.0,0.14587564368366748,0.9715
3_hidden_layers,"[128, 128, 128]",3,654571,36,0.0013161089711510423,1.0,0.14712287278505748,0.9713
3_hidden_layers,"[128, 128, 128]",3,654571,37,0.0011637434640429268,1.0,0.1501532553618504,0.9714
3_hidden_layers,"[128, 128, 128]",3,654571,38,0.001041276048349844,1.0,0.15152153707488186,0.9711
3_hidden_layers,"[128, 128, 128]",3,654571,39,0.0009625323032965263,1.0,0.15180982756928482,0.9713
3_hidden_layers,"[128, 128, 128]",3,654571,40,0.0008914783461498103,1.0,0.15331448051419844,0.971
3_hidden_layers,"[128, 128, 128]",3,654571,41,0.0008293022399092185,1.0,0.15451127701986378,0.9712
3_hidden_layers,"[128, 128, 128]",3,654571,42,0.0007705571237254736,1.0,0.15533710094446393,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,43,0.0007207462422051978,1.0,0.15735550317666241,0.971
3_hidden_layers,"[128, 128, 128]",3,654571,44,0.0006795236319772789,1.0,0.1583901422304948,0.9714
3_hidden_layers,"[128, 128, 128]",3,654571,45,0.0006372381873800311,1.0,0.15920942080174777,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,46,0.0005974710371447179,1.0,0.16092541842821756,0.9711
3_hidden_layers,"[128, 128, 128]",3,654571,47,0.0005709557321629955,1.0,0.16124180461695056,0.9713
3_hidden_layers,"[128, 128, 128]",3,654571,48,0.0005437549979447251,1.0,0.16271400621821341,0.971
3_hidden_layers,"[128, 128, 128]",3,654571,49,0.0005157801498346556,1.0,0.163462826907112,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,50,0.0004921930824021823,1.0,0.16361429418129078,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,51,0.0004709353723118359,1.0,0.16485870363037858,0.9711
3_hidden_layers,"[128, 128, 128]",3,654571,52,0.00045206694399055835,1.0,0.16561541532695132,0.971
3_hidden_layers,"[128, 128, 128]",3,654571,53,0.00043151610077777583,1.0,0.16647566193686986,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,54,0.0004145271084498123,1.0,0.16754998150487282,0.9712
3_hidden_layers,"[128, 128, 128]",3,654571,55,0.0003993525611158085,1.0,0.167529444736358,0.9713
3_hidden_layers,"[128, 128, 128]",3,654571,56,0.00038250993772341276,1.0,0.16864932022361712,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,57,0.00037133067111152075,1.0,0.16905497829200858,0.9712
3_hidden_layers,"[128, 128, 128]",3,654571,58,0.00035743538455078295,1.0,0.170383000979218,0.9714
3_hidden_layers,"[128, 128, 128]",3,654571,59,0.0003452766666528745,1.0,0.1702597137599404,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,60,0.0003327439363676382,1.0,0.17153120656186077,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,61,0.0003215780432924881,1.0,0.1725276990030186,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,62,0.0003118695572108171,1.0,0.17284601348603393,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,63,0.000303339062411808,1.0,0.1734647511179605,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,64,0.0002933691394670512,1.0,0.17414462691481386,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,65,0.0002850107666760627,1.0,0.17453387648728289,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,66,0.0002753957837520664,1.0,0.17540510311239582,0.971
3_hidden_layers,"[128, 128, 128]",3,654571,67,0.0002695551933831399,1.0,0.1758357044651365,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,68,0.0002612219371024436,1.0,0.1759178668773674,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,69,0.0002549154559262733,1.0,0.17672238242126942,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,70,0.0002479489447821534,1.0,0.1776356185317963,0.9704
3_hidden_layers,"[128, 128, 128]",3,654571,71,0.00024149191544985672,1.0,0.17776856384478948,0.971
3_hidden_layers,"[128, 128, 128]",3,654571,72,0.0002358454792666511,1.0,0.17826778457363993,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,73,0.00022997887792742123,1.0,0.17875961346927235,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,74,0.00022349890963119392,1.0,0.17909260859894893,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,75,0.00021906036051537274,1.0,0.17961754436201585,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,76,0.00021345437018569958,1.0,0.1800674822734287,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,77,0.00020916515067249557,1.0,0.18049133759584285,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,78,0.00020410348374178688,1.0,0.1810727664284424,0.9705
3_hidden_layers,"[128, 128, 128]",3,654571,79,0.00019983358451736906,1.0,0.18176666000317765,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,80,0.00019538786513912767,1.0,0.18194751176012247,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,81,0.00019136039126283543,1.0,0.1825551407220629,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,82,0.00018732077493757214,1.0,0.18285986676870722,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,83,0.00018356810853743208,1.0,0.18333362511328577,0.9709
3_hidden_layers,"[128, 128, 128]",3,654571,84,0.00018010175703242275,1.0,0.18376264961575417,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,85,0.00017615849493635992,1.0,0.18389436058520797,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,86,0.0001723528756853908,1.0,0.1844254049042572,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,87,0.0001696045079919676,1.0,0.18495817440832438,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,88,0.00016622586288450779,1.0,0.18528146238296944,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,89,0.00016297319907971388,1.0,0.18576769423571837,0.9705
3_hidden_layers,"[128, 128, 128]",3,654571,90,0.00016050410861564727,1.0,0.18598160740836578,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,91,0.0001571622137301765,1.0,0.1862993784648191,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,92,0.0001547723363708243,1.0,0.18675797398155197,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,93,0.00015153170625324675,1.0,0.18703775524341945,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,94,0.0001493157909165809,1.0,0.18756860178623228,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,95,0.00014664554546934988,1.0,0.18771618259051245,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,96,0.00014388681322842668,1.0,0.18785945720560535,0.9707
3_hidden_layers,"[128, 128, 128]",3,654571,97,0.00014169896127813112,1.0,0.1883640535334607,0.9706
3_hidden_layers,"[128, 128, 128]",3,654571,98,0.00013948566657020695,1.0,0.1887765236890495,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,99,0.00013732775086622287,1.0,0.18901957881431813,0.9708
3_hidden_layers,"[128, 128, 128]",3,654571,100,0.00013507957958657483,1.0,0.18939258694979372,0.9707
3_hidden_layers,"[128, 128, 128]",3,89250,1,2.3014466379946015,0.11234,2.3017868336877507,0.1093
3_hidden_layers,"[128, 128, 128]",3,89250,2,2.301233907353411,0.11298,2.301818433613432,0.1093
3_hidden_layers,"[128, 128, 128]",3,89250,3,2.301076487648915,0.11298,2.3015482668611953,0.1093
3_hidden_layers,"[128, 128, 128]",3,89250,4,2.3005038033942617,0.11298,2.2998400839533795,0.1093
3_hidden_layers,"[128, 128, 128]",3,89250,5,2.115936829992295,0.19404,1.6096040405728185,0.3482
3_hidden_layers,"[128, 128, 128]",3,89250,6,1.1215488025198812,0.59736,0.6885726642162061,0.7734
3_hidden_layers,"[128, 128, 128]",3,89250,7,0.4850427658921235,0.86178,0.3485099434539022,0.9071
3_hidden_layers,"[128, 128, 128]",3,89250,8,0.30523035441621377,0.9166,0.28117267931477363,0.9242
3_hidden_layers,"[128, 128, 128]",3,89250,9,0.22982899821706826,0.93736,0.23222506363995507,0.9334
3_hidden_layers,"[128, 128, 128]",3,89250,10,0.18509008605436134,0.94898,0.19037619759658592,0.9449
3_hidden_layers,"[128, 128, 128]",3,89250,11,0.15104520406851876,0.95844,0.17588661847882212,0.9508
3_hidden_layers,"[128, 128, 128]",3,89250,12,0.12643372860471555,0.964,0.1745341864850248,0.9513
3_hidden_layers,"[128, 128, 128]",3,89250,13,0.1067715668570896,0.96968,0.18730640284853428,0.9462
3_hidden_layers,"[128, 128, 128]",3,89250,14,0.09324758895048899,0.97304,0.15645783771385455,0.9561
3_hidden_layers,"[128, 128, 128]",3,89250,15,0.07956231155924645,0.97752,0.1455610220611673,0.9605
3_hidden_layers,"[128, 128, 128]",3,89250,16,0.06992298039644586,0.97936,0.12512754717109165,0.9677
3_hidden_layers,"[128, 128, 128]",3,89250,17,0.06013355627819369,0.9826,0.1169132079225283,0.967
3_hidden_layers,"[128, 128, 128]",3,89250,18,0.05275796563531583,0.98442,0.11482883649931978,0.9697
3_hidden_layers,"[128, 128, 128]",3,89250,19,0.04477328049088042,0.98694,0.12229713738790082,0.9688
3_hidden_layers,"[128, 128, 128]",3,89250,20,0.03999524837797233,0.9881,0.1672929770270299,0.9535
3_hidden_layers,"[128, 128, 128]",3,89250,21,0.034567064141842636,0.9895,0.16418735048346883,0.9561
3_hidden_layers,"[128, 128, 128]",3,89250,22,0.02980474393788433,0.991,0.12921328932960283,0.9678
3_hidden_layers,"[128, 128, 128]",3,89250,23,0.025333949865871338,0.99266,0.1379856142181212,0.9653
3_hidden_layers,"[128, 128, 128]",3,89250,24,0.020615066199448643,0.99418,0.13051732863940432,0.9681
3_hidden_layers,"[128, 128, 128]",3,89250,25,0.017906412286566666,0.99526,0.13109239827623392,0.9701
3_hidden_layers,"[128, 128, 128]",3,89250,26,0.01699311008774758,0.99558,0.1512373272265872,0.9648
3_hidden_layers,"[128, 128, 128]",3,89250,27,0.013241367387540767,0.99662,0.1336480605247457,0.9718
3_hidden_layers,"[128, 128, 128]",3,89250,28,0.01012060018990833,0.99772,0.13941108580884085,0.9714
3_hidden_layers,"[128, 128, 128]",3,89250,29,0.007203253233399997,0.99882,0.13084982756336916,0.9719
3_hidden_layers,"[128, 128, 128]",3,89250,30,0.005541595324149881,0.99918,0.13143637039490844,0.9727
3_hidden_layers,"[128, 128, 128]",3,89250,31,0.0041112418288873805,0.99956,0.13996999447610398,0.9713
3_hidden_layers,"[128, 128, 128]",3,89250,32,0.0032020610784190035,0.99974,0.13675519398839922,0.9725
3_hidden_layers,"[128, 128, 128]",3,89250,33,0.0026081080244100604,0.99982,0.1383598964640204,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,34,0.0022542512680850187,0.99988,0.13884434819773295,0.9736
3_hidden_layers,"[128, 128, 128]",3,89250,35,0.001791761667157896,0.99994,0.14225817832066076,0.9742
3_hidden_layers,"[128, 128, 128]",3,89250,36,0.0015400577478475413,0.99996,0.1425744665007019,0.9736
3_hidden_layers,"[128, 128, 128]",3,89250,37,0.0013918538513703518,0.99998,0.14397357759936777,0.9737
3_hidden_layers,"[128, 128, 128]",3,89250,38,0.0012186983544947405,0.99998,0.14614355056214207,0.9735
3_hidden_layers,"[128, 128, 128]",3,89250,39,0.0011596630034474299,0.99994,0.1475437500076455,0.9737
3_hidden_layers,"[128, 128, 128]",3,89250,40,0.0010106966357334068,0.99998,0.1494576955506598,0.9739
3_hidden_layers,"[128, 128, 128]",3,89250,41,0.0009330063974235518,0.99998,0.15058700088201785,0.9738
3_hidden_layers,"[128, 128, 128]",3,89250,42,0.0008778348774248147,0.99998,0.15344810817262153,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,43,0.000799753239992699,0.99998,0.15278843633565709,0.974
3_hidden_layers,"[128, 128, 128]",3,89250,44,0.0007469486581465802,0.99998,0.15348434488182977,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,45,0.0006923165948977455,0.99998,0.1552179819308204,0.9736
3_hidden_layers,"[128, 128, 128]",3,89250,46,0.0006528177716438384,0.99998,0.1564999813081663,0.9735
3_hidden_layers,"[128, 128, 128]",3,89250,47,0.0006261833741673993,0.99998,0.15686345509976954,0.9735
3_hidden_layers,"[128, 128, 128]",3,89250,48,0.0005858652537403202,1.0,0.1589875824165847,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,49,0.0005569634381217158,1.0,0.15922172358114084,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,50,0.000525068456444256,1.0,0.16033285815617263,0.973
3_hidden_layers,"[128, 128, 128]",3,89250,51,0.0005049637453887743,1.0,0.15974393544697377,0.9739
3_hidden_layers,"[128, 128, 128]",3,89250,52,0.00047875955337146187,1.0,0.1614666161778945,0.9735
3_hidden_layers,"[128, 128, 128]",3,89250,53,0.00045742088143587524,1.0,0.16294429641665367,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,54,0.0004371105715867281,1.0,0.1624513362492415,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,55,0.0004198760618357134,1.0,0.16338478134887371,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,56,0.00040633438168962246,1.0,0.16479741310474236,0.9729
3_hidden_layers,"[128, 128, 128]",3,89250,57,0.0003874674684709779,1.0,0.16471045588063138,0.9735
3_hidden_layers,"[128, 128, 128]",3,89250,58,0.0003730726342657805,1.0,0.16598123628457123,0.9729
3_hidden_layers,"[128, 128, 128]",3,89250,59,0.000359314241112053,1.0,0.16641123774433475,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,60,0.00034782621131122506,1.0,0.16731266794929986,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,61,0.00033660998865914145,1.0,0.1680466208507236,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,62,0.0003250774285802209,1.0,0.1683254951094036,0.9737
3_hidden_layers,"[128, 128, 128]",3,89250,63,0.0003135887928854471,1.0,0.16917589693341564,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,64,0.0003054460178679087,1.0,0.1692565678527265,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,65,0.0002960118188532783,1.0,0.16965737929330973,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,66,0.0002867046301578007,1.0,0.17052586527349425,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,67,0.00027792105042104276,1.0,0.17172813192865144,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,68,0.0002700410036940416,1.0,0.17204806803044892,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,69,0.00026333566994147297,1.0,0.17201844872856478,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,70,0.0002557239831928179,1.0,0.1726091581080537,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,71,0.00024911680595094527,1.0,0.17373507314389675,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,72,0.0002432165981909397,1.0,0.17320939154517756,0.9736
3_hidden_layers,"[128, 128, 128]",3,89250,73,0.00023638212415515915,1.0,0.17440563625245886,0.9729
3_hidden_layers,"[128, 128, 128]",3,89250,74,0.00023100701403463774,1.0,0.17427909039807754,0.9735
3_hidden_layers,"[128, 128, 128]",3,89250,75,0.00022503745181225507,1.0,0.17505989168736194,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,76,0.0002199081177599249,1.0,0.17531100763130925,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,77,0.00021487034744878522,1.0,0.17640910127454912,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,78,0.00020973250631748953,1.0,0.1765588372903851,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,79,0.0002052818604572646,1.0,0.17696522187227146,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,80,0.000200517088857775,1.0,0.1774197708634042,0.9733
3_hidden_layers,"[128, 128, 128]",3,89250,81,0.00019660614408222103,1.0,0.17799703015301702,0.973
3_hidden_layers,"[128, 128, 128]",3,89250,82,0.0001915951337232143,1.0,0.17825574777791772,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,83,0.0001882552524433676,1.0,0.17869422306451946,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,84,0.0001845473081056933,1.0,0.1788074468677923,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,85,0.00018049727152337784,1.0,0.1793340106203184,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,86,0.0001772668764133845,1.0,0.17977254783026986,0.973
3_hidden_layers,"[128, 128, 128]",3,89250,87,0.000173693559963924,1.0,0.18007006314948318,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,88,0.00017021113536166006,1.0,0.1805848342676016,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,89,0.00016661037586185906,1.0,0.18131035769117262,0.9734
3_hidden_layers,"[128, 128, 128]",3,89250,90,0.0001640176826353209,1.0,0.18130453587951148,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,91,0.00016083523140986958,1.0,0.1820770618951496,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,92,0.00015808403865352552,1.0,0.1818305234471004,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,93,0.0001551256453996306,1.0,0.18233317476198974,0.9729
3_hidden_layers,"[128, 128, 128]",3,89250,94,0.00015238596663644816,1.0,0.18252580903745041,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,95,0.00014999239548108917,1.0,0.1832028964623109,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,96,0.00014729544678327835,1.0,0.18369810491236066,0.9732
3_hidden_layers,"[128, 128, 128]",3,89250,97,0.0001447640228281992,1.0,0.18373297332803115,0.9731
3_hidden_layers,"[128, 128, 128]",3,89250,98,0.00014247193316730956,1.0,0.18412279895622108,0.9728
3_hidden_layers,"[128, 128, 128]",3,89250,99,0.00014006815426802796,1.0,0.18447092102760299,0.973
3_hidden_layers,"[128, 128, 128]",3,89250,100,0.00013760429900850358,1.0,0.18482707070215554,0.973
3_hidden_layers,"[128, 128, 128]",3,773955,1,2.301418494142127,0.1121,2.3017370950014038,0.1093
3_hidden_layers,"[128, 128, 128]",3,773955,2,2.3011444459124997,0.11298,2.301524624417468,0.1093
3_hidden_layers,"[128, 128, 128]",3,773955,3,2.3008133324432842,0.11298,2.3006564365362068,0.1093
3_hidden_layers,"[128, 128, 128]",3,773955,4,2.1935794031560745,0.16988,1.8058717384584442,0.2845
3_hidden_layers,"[128, 128, 128]",3,773955,5,1.3922431324956526,0.45294,1.0373383625527577,0.5935
3_hidden_layers,"[128, 128, 128]",3,773955,6,0.5895699061684759,0.80688,0.3646419413510008,0.8933
3_hidden_layers,"[128, 128, 128]",3,773955,7,0.3022788812124229,0.91484,0.2477768428705626,0.9298
3_hidden_layers,"[128, 128, 128]",3,773955,8,0.2094867576144186,0.94048,0.21693813326340833,0.9386
3_hidden_layers,"[128, 128, 128]",3,773955,9,0.16196571522200293,0.95362,0.16846195671790223,0.9524
3_hidden_layers,"[128, 128, 128]",3,773955,10,0.13492672082437712,0.96096,0.16479584540014564,0.9534
3_hidden_layers,"[128, 128, 128]",3,773955,11,0.11248845000774502,0.96724,0.16135821254557944,0.9552
3_hidden_layers,"[128, 128, 128]",3,773955,12,0.09628011165474164,0.9726,0.1284665444773988,0.9636
3_hidden_layers,"[128, 128, 128]",3,773955,13,0.08451943518262975,0.9751,0.1399931164017732,0.9595
3_hidden_layers,"[128, 128, 128]",3,773955,14,0.07226557593632293,0.9789,0.1266954124204693,0.9647
3_hidden_layers,"[128, 128, 128]",3,773955,15,0.06408441973000571,0.981,0.13735908107853956,0.9627
3_hidden_layers,"[128, 128, 128]",3,773955,16,0.05687221749497013,0.98356,0.11476147621482918,0.9693
3_hidden_layers,"[128, 128, 128]",3,773955,17,0.05099414255352699,0.9851,0.12352396876697365,0.9668
3_hidden_layers,"[128, 128, 128]",3,773955,18,0.04308261856514219,0.98816,0.12304624785731162,0.967
3_hidden_layers,"[128, 128, 128]",3,773955,19,0.03835608799552783,0.98868,0.12743359367847085,0.9664
3_hidden_layers,"[128, 128, 128]",3,773955,20,0.03404763207495932,0.98984,0.11038892919625716,0.9706
3_hidden_layers,"[128, 128, 128]",3,773955,21,0.030189662562809277,0.99098,0.11819049815038679,0.9706
