initialization,initial_loss_mean,initial_loss_std,W1_norm_mean,W1_norm_std,W2_norm_mean,W2_norm_std,Z1_std_mean,Z1_std_std,A1_std_mean,A1_std_std,logits_std_mean,logits_std_std,zero_activation_fraction_mean,zero_activation_fraction_std,dW1_norm_mean,dW1_norm_std,db1_norm_mean,db1_norm_std,dW2_norm_mean,dW2_norm_std,db2_norm_mean,db2_norm_std,dW1_rms_mean,dW1_rms_std,dW2_rms_mean,dW2_rms_std
he,2.373695124784566,0.02800740901290904,16.01074213039338,0.03211480661175768,4.545348051500343,0.029976066341714735,0.4660649428957144,0.01520386416747889,0.2708437550658768,0.01687484464457055,0.4759853231776039,0.10486494212456854,0.49509635416666664,0.027851951843935917,1.1748680293457419,0.15122721926678773,0.12429256035664087,0.033221586375797404,0.46889435256802164,0.10608647077216278,0.10990031956682668,0.04309856073409972,0.003708737279239508,0.0004773830010871901,0.013105995582598118,0.0029652070017450066
large,115.21648713292774,29.382481467385702,316.9965213024487,0.6358407308866991,36.362784412002746,0.23980853073371788,9.227615084656659,0.30102115268577695,5.362432763775075,0.3341048782300689,75.3922287471705,16.609759417443858,0.49509635416666664,0.027851951843935917,23.565536690489335,8.011993734486396,3.520842512935939,1.4005688443031414,28.995673853238813,11.512247224708414,0.4994047377770112,0.17886943393627136,0.0743899589113634,0.025291674555711883,0.8104537223656906,0.32177709210289135
small,2.3019944675582926,0.00041212204496948355,3.1699652130244864,0.006358407308866514,0.3636278441200274,0.0023980853073372584,0.0922761508465666,0.003010211526857778,0.05362432763775075,0.0033410487823006966,0.007539222874717051,0.0016609759417443863,0.49509635416666664,0.027851951843935917,0.07881859960536214,0.003030531716476803,0.005873873818260797,0.00021519622606810585,0.06743608236556081,0.005359640791519385,0.0017000935049561524,0.0006272560687380688,0.0002488087779668701,9.566560389828799e-06,0.0018848958038208598,0.00014980651431022643
xavier,2.3107163949353975,0.006423349567368536,11.321304332230307,0.022708597531667925,3.214046430068953,0.021196279783524872,0.32955768159488064,0.01075075545306349,0.1915154558491098,0.011932317079645323,0.23799266158880195,0.05243247106228427,0.49509635416666664,0.027851951843935917,0.7261581800277486,0.046783473864445466,0.06246231973596444,0.007688132971555425,0.2636342549386283,0.03285948919427058,0.054103237165828565,0.02013885493528241,0.002292282916570102,0.0001476826411473796,0.007368801440503531,0.0009184506443038597
zero,2.3025850929940463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4920466988031937e-15,0.0,0.0,0.0,0.0,0.0
