step,loss,accuracy,global_gradient_norm
131,0.002082260669812902,1.0,0.006216898561441933
132,0.002064336185298934,1.0,0.006215444775763848
133,0.0020465866185014436,1.0,0.006126187600413311
134,0.002029035009279129,1.0,0.006085011538362899
135,0.002011815772801702,1.0,0.006019167706094892
136,0.001994893667514009,1.0,0.006022097202196815
137,0.0019783167148795847,1.0,0.005929463339332042
138,0.0019617606169219813,1.0,0.005862886490180514
139,0.0019457411867668227,1.0,0.005872723849679536
140,0.0019297600910683783,1.0,0.005748297364089183
141,0.0019140636461144548,1.0,0.0057441597536416
142,0.0018987122241318909,1.0,0.005743057105238289
143,0.0018836061286180276,1.0,0.005686527435776478
144,0.001868635762354252,1.0,0.00558851954808485
145,0.00185377207949598,1.0,0.005610463295821965
146,0.001839501225124197,1.0,0.00553508405289178
147,0.0018250399578088974,1.0,0.0054847196493753424
148,0.001810976416485193,1.0,0.005462028694456603
149,0.0017971279378928393,1.0,0.005437274064715905
150,0.00178347348431029,1.0,0.005402975955609305
151,0.0017699919013333773,1.0,0.0053358786740959055
152,0.0017566549101604705,1.0,0.005290031086923455
153,0.0017435627358368024,1.0,0.005291891869493694
154,0.0017307098409992973,1.0,0.005242593011183004
155,0.001717923979168301,1.0,0.0051665421668866205
156,0.001705386549234119,1.0,0.005138954662644961
157,0.0016930020552676645,1.0,0.005105358431486487
158,0.0016808283259690554,1.0,0.005099964055308287
159,0.0016689050894285417,1.0,0.00509643387836675
160,0.0016569875442043944,1.0,0.0050356595998713215
161,0.0016452472467553664,1.0,0.0049453347363070995
162,0.001633627823050016,1.0,0.004964299308180969
163,0.0016223509176877455,1.0,0.004930969339690216
164,0.0016110133321542038,1.0,0.004858988410324021
165,0.0015998995619271271,1.0,0.0048585481084172846
166,0.0015890344941280957,1.0,0.00482227783743181
167,0.0015781285523600926,1.0,0.004804742067694061
168,0.0015675605379998838,1.0,0.004761729265110553
169,0.0015569441271842386,1.0,0.004712359276004043
170,0.001546602677484283,1.0,0.004691256823496767
171,0.001536282223676236,1.0,0.0046336504094894575
172,0.0015261845852993685,1.0,0.004644372838195386
173,0.0015162093297527396,1.0,0.004594047989979949
174,0.0015062855486442394,1.0,0.0045849455021971484
175,0.0014965643618503862,1.0,0.004580055800902232
176,0.0014869086103276637,1.0,0.004522855797447211
177,0.001477389468876921,1.0,0.0044931009806136925
178,0.0014679303132153448,1.0,0.004471164405279825
179,0.0014586782194361614,1.0,0.004426385722048919
180,0.001449481031190104,1.0,0.004393819172740087
181,0.0014404181086884141,1.0,0.004392422773170129
182,0.0014314530586657494,1.0,0.004385066764769107
183,0.0014226379214895895,1.0,0.004346295804173773
184,0.0014138321519921073,1.0,0.004316244321752092
185,0.0014051700220357104,1.0,0.004272716993276669
186,0.0013966393405815418,1.0,0.004271854001764252
187,0.0013881852029425598,1.0,0.004236285551208419
188,0.0013797800398607162,1.0,0.00422092246403291
189,0.001371583815709417,1.0,0.004157523948307675
190,0.0013633266811329179,1.0,0.004170126882463479
191,0.001355304072301749,1.0,0.0041603676770136724
192,0.0013473381769718163,1.0,0.004126068378224495
193,0.0013394022389239413,1.0,0.004101337417192675
194,0.001331622639032456,1.0,0.004072329576414864
195,0.00132386947414137,1.0,0.004045290081712392
196,0.0013162432300053177,1.0,0.004023780086621882
197,0.001308648946018965,1.0,0.003997945133322992
198,0.0013011914751145898,1.0,0.003972986392846205
199,0.001293800585618754,1.0,0.003971030803490649
200,0.0012864871310447853,1.0,0.00393573168750256
201,0.001279237304000523,1.0,0.003933109843318469
202,0.0012721062340029774,1.0,0.003889682270561617
203,0.0012649994272484904,1.0,0.003881351382110879
204,0.001257984306283333,1.0,0.0038592150629056304
205,0.0012510585355307259,1.0,0.0038449629797619304
206,0.001244216122309173,1.0,0.00382182151274353
207,0.0012373789376466913,1.0,0.003800905854672026
208,0.0012306779118173789,1.0,0.0037913091335984085
209,0.001224032282553766,1.0,0.0037648404655857386
210,0.0012174489654941472,1.0,0.0037404088984292062
211,0.00121090940582806,1.0,0.003716303121780179
212,0.001204452304839844,1.0,0.003700113776257584
213,0.0011981022150862578,1.0,0.0037029969094276565
214,0.001191724847158132,1.0,0.003642076849947764
215,0.0011854593800101991,1.0,0.0036497089226432936
216,0.001179292859047936,1.0,0.00363324598966875
217,0.0011731871133625474,1.0,0.0036319693056271222
218,0.001167072309961924,1.0,0.003600135133318768
219,0.0011610434987511147,1.0,0.003574260517781791
220,0.001155105861121937,1.0,0.0035448993805591417
221,0.0011491693322048034,1.0,0.0035412898683195313
222,0.0011433349588579622,1.0,0.0035292198324969656
223,0.0011375956358714104,1.0,0.003531614652147144
224,0.0011318323259900294,1.0,0.0034771922687466955
225,0.0011261442770488506,1.0,0.0034844610041647964
226,0.001120540897157554,1.0,0.0034678909972790956
227,0.0011149506593596333,1.0,0.0034310927313485947
228,0.0011094021213402402,1.0,0.0034112018038759623
229,0.0011039773149464425,1.0,0.0034384538767466845
230,0.0010985534908771253,1.0,0.0033869099826785275
231,0.0010931622648109487,1.0,0.00339679001718579
232,0.0010878567876106175,1.0,0.003367128909361188
233,0.0010825706568571567,1.0,0.0033521529248540386
234,0.0010773098849926166,1.0,0.0033178910238320265
235,0.0010721613325107757,1.0,0.003307123918061676
236,0.0010669946095720115,1.0,0.003300503843269442
237,0.0010619361058407093,1.0,0.003305435315353694
238,0.001056915901325576,1.0,0.003280447360275374
239,0.0010518960057977933,1.0,0.003276080555162141
240,0.001046959609371621,1.0,0.003250596124283661
241,0.0010420443079654522,1.0,0.0032371142079344203
242,0.0010371887011188686,1.0,0.00320629207017714
243,0.001032345966304088,1.0,0.003195184585377345
244,0.001027587704248174,1.0,0.003197895376564381
245,0.0010228283255280057,1.0,0.003169979595742542
246,0.0010181598241781405,1.0,0.003155130200064446
247,0.0010134767919755192,1.0,0.0031288287065464465
248,0.0010088673755067666,1.0,0.003149534567336182
249,0.0010043281072921707,1.0,0.003121327816058481
250,0.000999775145748438,1.0,0.003105943120040762
