activation,epoch,train_loss_mean,train_loss_std,train_accuracy_mean,train_accuracy_std,val_loss_mean,val_loss_std,val_accuracy_mean,val_accuracy_std
sigmoid,14,0.2538148027433719,0.0004454477148312717,0.9271733333333333,0.0004401514890731862,0.2507359628601011,0.0009544845861327582,0.9262,0.0006244997998398266
sigmoid,15,0.24697104806102632,0.00044953436540869307,0.9293133333333333,0.00031262330900513435,0.24438767805690834,0.0007664763170768332,0.9288333333333334,0.001457166199626261
sigmoid,16,0.24034668106288004,0.0007123075694635564,0.93112,0.0002599999999999707,0.2394797667508549,0.0008155850855139365,0.9298666666666667,0.0003055050463304314
sigmoid,17,0.23399660494509536,0.0006429018773568799,0.9334533333333334,9.865765724635329e-05,0.2341352740790811,0.0013742335529568015,0.9315666666666665,0.0012423096769057023
sigmoid,18,0.22800518031597283,0.0008924817663780626,0.9349266666666667,0.0004562163229580296,0.2276603754757648,0.00047255173050367224,0.9332333333333334,0.0004618802153516738
sigmoid,19,0.22208539311333775,0.0008368301902037275,0.9368,0.00039038442591888054,0.2220640916318587,0.0008654298724450333,0.9356333333333334,0.0005773502691895862
sigmoid,20,0.2165874696840776,0.0009165558739545189,0.9380999999999999,0.0006471475874945444,0.21733237722946427,0.0010602283493127247,0.9366666666666666,0.0010016652800877762
sigmoid,21,0.21122697973315804,0.0009432689952156823,0.9399733333333334,0.0004700354596553017,0.2136176028500246,0.0017557742457237411,0.9381,0.0011357816691600665
sigmoid,22,0.20615687737041077,0.0009570792563948723,0.9415266666666667,0.0004006661120351396,0.20864539501823698,0.00032960766399459015,0.9392999999999999,0.0008660254037844795
sigmoid,23,0.2011705532638249,0.0009706655405210262,0.9430999999999999,0.00041904653679509336,0.20444172578129463,0.000718596841434786,0.9407,0.0004000000000000392
sigmoid,24,0.19658947383654693,0.0008867212213313756,0.9444066666666666,0.00048387326164325595,0.20021517982834314,0.0012217908464407985,0.9419333333333334,0.0012342339054382402
sigmoid,25,0.19208886644860257,0.0008345585447522797,0.9455866666666667,0.0002900574655707738,0.19664786585336555,0.00011067896444946621,0.9435333333333333,0.0002886751345947811
sigmoid,26,0.18782294156060905,0.0006879008751196348,0.9469,0.0003464101615138094,0.192601443704376,0.0007006971740402135,0.9448,0.0008185352771872532
sigmoid,27,0.1836747318229808,0.0007153324673106963,0.94814,0.000497594212184978,0.18854172108630698,0.0009190830111297035,0.9457666666666666,0.0008020806277010867
sigmoid,28,0.17960115328294934,0.0006497358727822024,0.9491066666666667,7.02376916856656e-05,0.18588309422036386,0.000767204582848858,0.9461666666666666,0.0006110100926607901
sigmoid,29,0.17584525498821924,0.0008404499496261932,0.9499533333333333,9.018499505645062e-05,0.18321861603483183,0.0012012787939609285,0.9472666666666667,0.0008621678104252154
sigmoid,30,0.17217895125842406,0.0008246636099841943,0.95138,0.00013856406460551255,0.17956975421538357,0.0013585905279341515,0.9479666666666667,0.0005507570547286286
sigmoid,31,0.16867329184342497,0.0007379016928510338,0.9521733333333332,0.0002579405616286891,0.17630673338548294,0.0008034467143911522,0.9488666666666666,0.0009073771725877568
sigmoid,32,0.1652612277605786,0.0007701673755039382,0.9529266666666666,0.00023180451534288054,0.17281192292482273,0.00022774787720922847,0.9501,0.0007211102550927955
sigmoid,33,0.1620264023946643,0.0007452458306288233,0.9539066666666667,0.00023437861108327438,0.17049604555745435,0.0005971671410819463,0.951,0.0003464101615138174
sigmoid,34,0.15876633143264898,0.000792940292402275,0.9550000000000001,0.0002749545416973528,0.16815061838045367,0.0013573883662358344,0.9508333333333333,0.0006806859285554451
sigmoid,35,0.15581211751636617,0.0008047903158116895,0.9558599999999999,6.928203230276028e-05,0.16486070510534723,0.00034888804343172534,0.9518333333333334,0.0004163331998932607
sigmoid,36,0.15281687215347092,0.0007552509461986543,0.9565666666666667,0.0003189566323707944,0.16229818379661043,6.261852454276751e-05,0.9528666666666666,0.0003055050463304314
sigmoid,37,0.1500033160540444,0.0008186054039846396,0.9575866666666667,0.0002571640202931465,0.16024106397158508,0.0013439957585834417,0.9533666666666667,5.7735026918956215e-05
sigmoid,38,0.1470550412867541,0.0008977260014879854,0.9584266666666666,9.451631252508405e-05,0.15852098592800806,0.0006636125078460072,0.9539333333333334,0.00037859388972002545
sigmoid,39,0.14463818268607595,0.0008509378241108759,0.9590733333333333,0.0001446835627613857,0.15525266879120755,0.00015510041049052653,0.9548666666666668,0.0004041451884327679
sigmoid,40,0.1419900178693906,0.000800046137724055,0.9600933333333334,0.0002715388247255169,0.15361579537243855,0.00046900636737959365,0.9551,0.0007549834435270193
sigmoid,41,0.13953919034378,0.0009152392588838666,0.9604400000000001,0.00024576411454894166,0.15134662373451613,0.0006607425495486119,0.9556666666666667,0.00035118845842838596
sigmoid,42,0.13709628404988428,0.0009055767199559539,0.9617133333333333,0.00023352373184183035,0.1492726687014967,0.0005936708407518139,0.9565999999999999,0.00043588989435408625
sigmoid,43,0.13474331973402073,0.0010295101042651041,0.9619466666666666,0.000358515457593254,0.14729736283264128,0.0007511792345196573,0.9572666666666666,0.000550757054728595
sigmoid,44,0.13248169444233202,0.0010117687672903223,0.9625933333333334,0.0003695041722813615,0.14538994061664387,0.0008071296189942165,0.9572666666666666,0.001011599393699592
sigmoid,45,0.13029720981509327,0.0009292332054421033,0.9635533333333334,0.0004670474636836512,0.14349876604173037,0.000603490538310189,0.9579,0.00045825756949560925
sigmoid,46,0.12815510752526557,0.0010284378987419583,0.9638066666666667,0.00035851545759325865,0.14209204520317223,0.0006281897058928557,0.9586333333333333,0.0005507570547286604
sigmoid,47,0.12612992835266448,0.0010210574957971832,0.9644666666666667,0.0005493025881364123,0.14077451958931445,0.0008538947918798477,0.9589,9.999999999998899e-05
sigmoid,48,0.1240644532838182,0.0011375954847114146,0.9651333333333333,0.0003879862540520734,0.13819170890347646,0.0007062584032583255,0.9588666666666666,0.0005507570547286293
sigmoid,49,0.1221964388962083,0.0011262966800640237,0.9659733333333334,0.0006204299584427662,0.1369058907497743,0.0016125102452496133,0.9598333333333334,0.000568624070307727
sigmoid,50,0.12027400287691031,0.0011359799981509773,0.9664466666666667,0.00019218047073868373,0.13542365186368302,0.0007180201253605115,0.9598666666666666,0.00028867513459489324
sigmoid,51,0.11848639891920025,0.0011567152895616657,0.9671599999999999,0.000438634243989189,0.13388555754004608,0.00048321641838210464,0.9606,0.0009539392014169541
sigmoid,52,0.11666775931768832,0.0011200293181941442,0.9676733333333334,0.00020033305601756726,0.13271807062876959,0.0003174273641800496,0.9607666666666667,0.00015275252316517785
sigmoid,53,0.11500579999967864,0.0010983128346340905,0.9680666666666666,0.0004346646216720796,0.1312163691491219,0.000614699720809766,0.9611333333333333,0.0005507570547286184
sigmoid,54,0.11326144160991208,0.0012130118958162187,0.9684933333333333,0.00027592269448759493,0.129644197422253,0.000248426334403077,0.9620000000000001,9.999999999998899e-05
sigmoid,55,0.11160289170482274,0.0012062712550628696,0.9691666666666666,0.0005536545252532255,0.12840969628055554,0.0005810504336381132,0.9617,0.0008660254037844795
sigmoid,56,0.109934827338237,0.0012233552515395776,0.9697333333333334,0.00048675798230054574,0.12739595094966177,0.0006824506325553378,0.9623666666666667,0.0007637626158259165
sigmoid,57,0.1084460813041701,0.0012214142992576682,0.9700799999999999,0.0006219324722185859,0.12591735497429488,0.0007812178682387249,0.9626333333333333,0.00040414518843269356
sigmoid,58,0.1068910832395537,0.0012298831319910268,0.9705133333333333,0.00035571524191877754,0.12454136689196331,0.0009616122461103744,0.9635000000000001,0.001682260384126075
sigmoid,59,0.10541086144645785,0.001263027443241144,0.97106,0.00038157568056677583,0.12349770299327635,0.0007572102473182915,0.9635666666666666,0.0007767453465153937
sigmoid,60,0.1039452059418069,0.0012864679545370496,0.9712866666666667,0.00013316656236961544,0.12244115766959822,0.000963125367428555,0.9640333333333334,0.00047258156262526264
sigmoid,61,0.10255956798830812,0.0012763384178970337,0.9717600000000001,0.0003417601498126922,0.12139570857955434,0.0010533781998323282,0.9641333333333333,0.0002309401076758489
sigmoid,62,0.1011952156078642,0.0013352844619195317,0.97226,0.0003638681079731525,0.1202501257531674,0.0009698525414601003,0.9647333333333333,0.0002516611478423306
sigmoid,63,0.09979624660070918,0.001304653408872922,0.97286,0.0006009991680527004,0.11923468022452531,0.0013288747879220855,0.9647666666666667,0.00040414518843269356
sigmoid,64,0.09851884059353193,0.0011911301792540431,0.9729866666666668,0.00035571524191873796,0.11795145316957482,0.0010567748516981431,0.9648666666666667,0.0004041451884327679
sigmoid,65,0.09722107427777676,0.0013067963441122062,0.9735066666666666,0.0002830783166074986,0.11769561646471845,0.0009823437185164212,0.9653666666666667,0.00030550504633043745
sigmoid,66,0.09599807114514913,0.001290226782517955,0.9738199999999999,0.0002271563338319705,0.11648943426394931,0.0006694591440290395,0.9649,0.0010999999999999899
sigmoid,67,0.09481779366214847,0.001293899040029758,0.9741533333333333,0.0003288363321370678,0.11557416304530009,0.0010011920686735709,0.9650333333333334,0.0005033222956847347
sigmoid,68,0.09351452247371939,0.001247534790367007,0.9745133333333333,0.0003251666239535415,0.11431815000906724,0.0013027039461817656,0.9660000000000001,0.00040000000000002534
sigmoid,69,0.09239756453699,0.0012932319278745107,0.9748866666666666,0.0004277070648626276,0.11370959086763772,0.000984945458668337,0.9663666666666666,0.00032145502536645113
sigmoid,70,0.09115113557883354,0.0013870126768036795,0.9753,0.0004454211490263961,0.11268632757259334,0.0010704699180141318,0.9664,0.0005291502622129122
sigmoid,71,0.09010504704903839,0.0013548397813989736,0.9756666666666667,0.00031262330900515566,0.11220792217216892,0.0014529483332569016,0.9666,0.0008000000000000229
sigmoid,72,0.08900571719289734,0.0013724302903508501,0.9758399999999999,0.00033406586176976404,0.11096893885479898,0.001475586180242435,0.9668000000000001,0.0012165525060596446
