activation,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy
relu,654571,44,0.02589660757330259,0.9948,0.07613681770174752,0.9774
relu,654571,45,0.02481807660818374,0.99508,0.07361514707845225,0.9769
relu,654571,46,0.024052568113957222,0.99534,0.07465709645182296,0.9776
relu,654571,47,0.02329279660899442,0.99558,0.07445014255988185,0.9779
relu,654571,48,0.022427295520785564,0.996,0.07340647856139693,0.9781
relu,654571,49,0.02166813297596986,0.9963,0.07484902660006834,0.9771
relu,654571,50,0.020949372444614128,0.99644,0.07476008751577387,0.978
relu,654571,51,0.020287960261104777,0.9967,0.07302764851722703,0.9786
relu,654571,52,0.01943449126228228,0.99706,0.07319019452021203,0.9781
relu,654571,53,0.01888963200890745,0.99708,0.07266538725492164,0.979
relu,654571,54,0.01815093356918456,0.9975,0.07243924476081752,0.9785
relu,654571,55,0.017679875183193777,0.99752,0.07159724786384886,0.9782
relu,654571,56,0.016950320440840362,0.99788,0.07345832075608401,0.9791
relu,654571,57,0.016524903806857075,0.99784,0.0723998082486656,0.9789
relu,654571,58,0.015993955231826017,0.99804,0.07283635989680248,0.9793
relu,654571,59,0.01557267345783403,0.99814,0.07182576163269769,0.9791
relu,654571,60,0.015030673856397848,0.9982,0.07234682684264385,0.9792
relu,654571,61,0.014521360879522263,0.99852,0.07267532930337076,0.9787
relu,654571,62,0.014171932870890823,0.9984,0.07297321383448112,0.9792
relu,654571,63,0.013760038062821186,0.99836,0.07259098797907358,0.9783
relu,654571,64,0.013282781697792859,0.99858,0.07191792531119484,0.9787
relu,654571,65,0.01296253630278248,0.99866,0.07216498456013096,0.9783
relu,654571,66,0.012482108757761682,0.99876,0.07264732840176036,0.9789
relu,654571,67,0.012139695049255154,0.99886,0.07292423566160088,0.9785
relu,654571,68,0.011791775289607044,0.99898,0.0730517328982921,0.978
relu,654571,69,0.011507196164006727,0.99912,0.07263823400629478,0.9787
relu,654571,70,0.011162433578281969,0.9991,0.0734723226313655,0.9795
relu,654571,71,0.010841683170683057,0.99918,0.07318365491865562,0.9791
relu,654571,72,0.010659458151037153,0.99924,0.0726931268317808,0.9791
relu,654571,73,0.010300204367299821,0.99918,0.07177027890998497,0.9796
relu,654571,74,0.009984520284295537,0.99936,0.07196594482358445,0.9792
relu,654571,75,0.0097408434623639,0.9993,0.07256912987299043,0.98
relu,654571,76,0.009475786674425469,0.9994,0.07315158432287092,0.9791
relu,654571,77,0.009205449044189401,0.99948,0.07323794792221278,0.979
relu,654571,78,0.008959401058636596,0.99946,0.07285414415683204,0.9787
relu,654571,79,0.008756711767999971,0.99952,0.07339774087220828,0.9793
relu,654571,80,0.008588545977288628,0.99954,0.07296881974228228,0.9785
relu,654571,81,0.00836209420377292,0.99948,0.07328779420861635,0.9796
relu,654571,82,0.008146613088532376,0.99952,0.0731662127386338,0.9794
relu,654571,83,0.007939656811564982,0.99954,0.07377937570323255,0.979
relu,654571,84,0.007808556752834961,0.99962,0.07292961973249094,0.9789
relu,654571,85,0.007587805766418978,0.99966,0.07287683650838668,0.979
relu,654571,86,0.007389287924779684,0.9997,0.07370353353776363,0.9792
relu,654571,87,0.007215475210357409,0.99966,0.07438510532883255,0.979
relu,654571,88,0.0070670514728285285,0.99976,0.07353026025181486,0.9791
relu,654571,89,0.006893323218203685,0.9997,0.07533867870108989,0.9796
relu,654571,90,0.006817209365669813,0.99974,0.07341383872966539,0.9796
relu,654571,91,0.00659043626949997,0.99972,0.07415493318350608,0.9793
relu,654571,92,0.006509214156718714,0.9998,0.0745271682666559,0.9797
relu,654571,93,0.006312535344818897,0.99978,0.07383388973427708,0.9796
relu,654571,94,0.006236614667478033,0.99976,0.0741493221795712,0.9794
relu,654571,95,0.006069015055265072,0.99984,0.07522190969537976,0.9788
relu,654571,96,0.005952366370951113,0.9998,0.07445231252950106,0.9791
relu,654571,97,0.0058479039085743,0.9998,0.07402861205142892,0.9796
relu,654571,98,0.005750306799146825,0.9998,0.07381732815509635,0.9793
relu,654571,99,0.005617856501734996,0.99984,0.07468252396107418,0.9794
relu,654571,100,0.005512646906223869,0.99988,0.07506565636790104,0.9794
relu,89250,1,0.8489915399479467,0.78226,0.37272591618681156,0.8925
relu,89250,2,0.3335391262431221,0.90432,0.2934831743903742,0.9148
relu,89250,3,0.2768463704413384,0.92128,0.2518761351429784,0.9278
relu,89250,4,0.2397660931937538,0.93252,0.2290984626053274,0.933
relu,89250,5,0.21085209122183365,0.94066,0.20410732601446863,0.9413
relu,89250,6,0.1880360844602972,0.94758,0.18425788096964446,0.9473
relu,89250,7,0.16953740144243903,0.9525,0.16828755415292454,0.9518
relu,89250,8,0.1540941083746412,0.95728,0.15755781423121532,0.9539
relu,89250,9,0.14047155622150423,0.9606,0.14868169876144874,0.9558
relu,89250,10,0.1294981283772953,0.9642,0.1397979103819253,0.9596
relu,89250,11,0.11962622641689462,0.96726,0.12977363613058557,0.9613
relu,89250,12,0.11097595986661934,0.96972,0.12568105257183795,0.9617
relu,89250,13,0.10372916367684974,0.97124,0.11942438097389844,0.9638
relu,89250,14,0.09705914578089671,0.97306,0.11258346815894085,0.9662
relu,89250,15,0.09101709666879118,0.97554,0.11060457330201477,0.9671
relu,89250,16,0.08582009465538444,0.97688,0.10546760447498223,0.9669
relu,89250,17,0.08079129295140403,0.9781,0.10191222166136472,0.9687
relu,89250,18,0.07658521626822624,0.9794,0.09936632152679349,0.9693
relu,89250,19,0.07241221067603425,0.98012,0.09613044509129799,0.9707
relu,89250,20,0.06924401523479176,0.98116,0.09579420812532423,0.9707
relu,89250,21,0.065855493007665,0.9827,0.09329752912479451,0.9714
relu,89250,22,0.06258481206830896,0.98306,0.09061555467426849,0.9728
relu,89250,23,0.05947863209732698,0.98412,0.08938426504723831,0.9739
relu,89250,24,0.05666304958193016,0.98522,0.09101494378186172,0.9712
relu,89250,25,0.05455417298039504,0.98562,0.08666971297558587,0.9743
relu,89250,26,0.052184621290110346,0.98644,0.08785265664396082,0.9725
relu,89250,27,0.049892758390311126,0.98702,0.08641729622847914,0.9727
relu,89250,28,0.047465158897534304,0.98806,0.08307927000411312,0.9746
relu,89250,29,0.04582167866384659,0.98854,0.08457451995112573,0.9723
relu,89250,30,0.044070559523316094,0.98902,0.08308679617242558,0.9744
relu,89250,31,0.042178690181177605,0.98976,0.08714915267469203,0.9726
relu,89250,32,0.04053346210603922,0.99012,0.08120729138744709,0.9749
relu,89250,33,0.03897147319608309,0.99066,0.0821801668051557,0.9748
relu,89250,34,0.037258792633517245,0.99124,0.08141353658233393,0.9751
relu,89250,35,0.03618881188983376,0.99144,0.07972228820106834,0.9749
relu,89250,36,0.03480731668927832,0.99164,0.07887939847660501,0.9749
relu,89250,37,0.03328938365919715,0.99222,0.07931560170553559,0.9764
relu,89250,38,0.03237832285299575,0.99238,0.07866221878087067,0.9754
relu,89250,39,0.03105881485810975,0.99308,0.07735068987323038,0.9761
relu,89250,40,0.02993254485525676,0.99352,0.07893326931170033,0.9769
relu,89250,41,0.028720477628042935,0.99362,0.0772716531890331,0.9771
relu,89250,42,0.027647034289899303,0.99402,0.07917610246178138,0.9765
relu,89250,43,0.026826230063261628,0.9943,0.07640075753669942,0.9757
relu,89250,44,0.025856271846303243,0.9945,0.07655888242793167,0.9767
relu,89250,45,0.024835016899750696,0.99526,0.07870605442318905,0.9773
relu,89250,46,0.024017708012389134,0.9953,0.07742076373958408,0.9764
relu,89250,47,0.0232392653484673,0.99568,0.07867106578333495,0.976
relu,89250,48,0.02264273787669109,0.99566,0.07645766876136426,0.9768
relu,89250,49,0.021759516540801365,0.99624,0.07613599439597232,0.9767
relu,89250,50,0.021104786307091887,0.99634,0.07719639115937581,0.9779
relu,89250,51,0.020331423867614995,0.99656,0.07746305029383949,0.978
relu,89250,52,0.01972088691233718,0.9967,0.07617528922299208,0.978
relu,89250,53,0.018887689307573775,0.99686,0.0769315881397986,0.9773
relu,89250,54,0.018339275292305567,0.99716,0.07618062741223947,0.9779
relu,89250,55,0.017791567900385795,0.99734,0.07648396374045902,0.9777
relu,89250,56,0.017139101671208874,0.99764,0.07656816823093665,0.9778
relu,89250,57,0.016703205348509602,0.99756,0.07541149327740723,0.9773
relu,89250,58,0.016146236307501557,0.9979,0.07589957995733991,0.9773
relu,89250,59,0.015584529999402921,0.99794,0.07601472620970402,0.9773
relu,89250,60,0.015146968784663425,0.99814,0.07526124566245719,0.9783
relu,89250,61,0.014714924228216164,0.9982,0.07525983299166558,0.9777
relu,89250,62,0.014356673391293285,0.99838,0.07438624567538295,0.9778
relu,89250,63,0.013868625236878427,0.99832,0.07580107851736481,0.9781
relu,89250,64,0.013452558203647368,0.99856,0.07650563723009542,0.9783
relu,89250,65,0.013123930513273705,0.9985,0.07565965615864169,0.9785
relu,89250,66,0.012689763077751628,0.99882,0.07597016109678568,0.9786
relu,89250,67,0.012297580874472499,0.9988,0.07720086919409297,0.9779
relu,89250,68,0.011930398519204065,0.999,0.07593618481695892,0.9795
relu,89250,69,0.011695168991152985,0.99894,0.07749214929507348,0.9777
relu,89250,70,0.011285079798179876,0.99902,0.07840383123769522,0.9774
relu,89250,71,0.011018440826671118,0.99916,0.07624385049719551,0.9782
relu,89250,72,0.010690303996625062,0.99918,0.07744678190775613,0.9781
relu,89250,73,0.010397022101476127,0.99922,0.07688348865238523,0.9783
relu,89250,74,0.010226768894200289,0.99922,0.07671277917711487,0.9781
relu,89250,75,0.009852720969800574,0.99922,0.07782686892211055,0.9781
relu,89250,76,0.009594586572260614,0.99932,0.07747389325953423,0.9779
relu,89250,77,0.009465283611846365,0.99928,0.0772187974280699,0.9782
relu,89250,78,0.009157830157022736,0.99944,0.07745436484970997,0.9788
relu,89250,79,0.00895370148465154,0.99938,0.07772575850578273,0.978
relu,89250,80,0.008717926673292695,0.99944,0.07803019055199605,0.9787
relu,89250,81,0.008519799680033881,0.99946,0.07711227954153865,0.9786
relu,89250,82,0.00831480604103855,0.99954,0.07729188287463994,0.9787
relu,89250,83,0.008098808211811536,0.9995,0.07904928752016756,0.9793
relu,89250,84,0.007973428215797993,0.99954,0.07858258779390938,0.9787
relu,89250,85,0.007758633396681855,0.99956,0.07839218572111654,0.9784
relu,89250,86,0.007599774253761514,0.9996,0.07862655657497797,0.9785
relu,89250,87,0.007391161249426001,0.99958,0.08056986987261633,0.9778
relu,89250,88,0.0072582784562156295,0.99968,0.079496965297002,0.9782
relu,89250,89,0.007101648577387494,0.99966,0.07882887126407608,0.9781
relu,89250,90,0.006930267354765931,0.9997,0.07905439779050222,0.9787
relu,89250,91,0.006758407694866122,0.99966,0.07910739452156412,0.9787
relu,89250,92,0.006611469785499686,0.99972,0.07829457864410796,0.9788
relu,89250,93,0.00647328166390764,0.99968,0.07921978217286522,0.9794
relu,89250,94,0.0063603574661790716,0.99974,0.07872310867888845,0.9794
relu,89250,95,0.00622169852162834,0.99976,0.07983855382631527,0.9789
relu,89250,96,0.006095204382914448,0.99976,0.08022544122134367,0.9782
relu,89250,97,0.006011846654118245,0.99978,0.07905431081769547,0.979
relu,89250,98,0.00582080995405109,0.99986,0.07983516274722709,0.9787
relu,89250,99,0.005764569358053137,0.9998,0.08008156057797626,0.9786
relu,89250,100,0.005628023976191273,0.99982,0.08042245737767167,0.9787
relu,773955,1,0.8415264246888604,0.78244,0.3751575621287497,0.8954
relu,773955,2,0.33253277021981137,0.90474,0.30324925179789236,0.9115
relu,773955,3,0.28087954681080524,0.91964,0.2734741963293925,0.9178
relu,773955,4,0.2434466642207618,0.93106,0.2333541696033495,0.9339
relu,773955,5,0.21401669225468667,0.9399,0.2020354840245889,0.9422
relu,773955,6,0.19023185005410856,0.94662,0.184459913716571,0.9478
relu,773955,7,0.1703853415537127,0.95196,0.17204349938928765,0.9511
relu,773955,8,0.15446083108587175,0.95648,0.15797038409393094,0.9542
relu,773955,9,0.14085529927922294,0.96056,0.148357139612768,0.9576
relu,773955,10,0.1292144804968453,0.96396,0.14266078176447278,0.9605
relu,773955,11,0.11950156533966745,0.96676,0.13103936305215083,0.9625
relu,773955,12,0.11065952203490519,0.96918,0.1250475648059146,0.9648
relu,773955,13,0.10281752808295282,0.97118,0.11951801723707192,0.9662
relu,773955,14,0.09643370031458966,0.97308,0.11275646137006132,0.9665
relu,773955,15,0.09044611729157442,0.97544,0.10809507793168018,0.9686
relu,773955,16,0.0853149216985375,0.97682,0.10633067875992099,0.9692
relu,773955,17,0.08042171410133288,0.97796,0.10290187106041353,0.9698
relu,773955,18,0.07620054148090379,0.97968,0.10117106836893491,0.9711
relu,773955,19,0.07230612484187253,0.98026,0.09765984592029538,0.971
relu,773955,20,0.0682889407291378,0.9814,0.09289422346034436,0.9717
relu,773955,21,0.06504627667134655,0.98232,0.09544333420925943,0.972
relu,773955,22,0.06195302692257529,0.98316,0.09118077866808995,0.972
relu,773955,23,0.059014238541968016,0.98442,0.08989743156133086,0.9738
relu,773955,24,0.05668462863817852,0.98518,0.08906836654464688,0.9729
relu,773955,25,0.05424622132507375,0.98596,0.08676630869639135,0.9735
relu,773955,26,0.05181434339202342,0.98632,0.08517362576950138,0.9748
relu,773955,27,0.04957610957621277,0.98724,0.08380284557305899,0.9751
relu,773955,28,0.047481233198443676,0.9877,0.08225700583876416,0.9757
relu,773955,29,0.045541148575150334,0.98856,0.084083873586335,0.9748
relu,773955,30,0.043587834582209516,0.9886,0.08501333605761036,0.9746
relu,773955,31,0.04194251643281343,0.98918,0.08326217023745495,0.9754
relu,773955,32,0.040499737472935456,0.98996,0.07975142917765685,0.9759
relu,773955,33,0.03872515238735664,0.99078,0.07746323249875042,0.9762
relu,773955,34,0.03719349178769869,0.99084,0.08039116512373733,0.9753
relu,773955,35,0.0359331367040213,0.9911,0.0767644622759298,0.9766
relu,773955,36,0.034607664225340305,0.99162,0.07726434798391432,0.9775
relu,773955,37,0.03331597813521131,0.9919,0.07770642727669429,0.976
relu,773955,38,0.031986313558037376,0.99262,0.07636967275211765,0.9772
relu,773955,39,0.030961449951070166,0.99252,0.0757563407784756,0.9765
relu,773955,40,0.029783412436886557,0.99338,0.07822697698049447,0.9761
relu,773955,41,0.028576142206296753,0.99362,0.07709923692718347,0.9772
relu,773955,42,0.027697932159143426,0.99402,0.0759825917418591,0.9767
relu,773955,43,0.026656564900513626,0.99444,0.07438950204360076,0.9777
relu,773955,44,0.025694569784215988,0.99466,0.07412852897163477,0.9774
relu,773955,45,0.02503424744127744,0.99486,0.07527467434480833,0.9778
relu,773955,46,0.023958452406899464,0.99522,0.07494823358848746,0.9784
relu,773955,47,0.023370898169200013,0.9953,0.0743033565929806,0.9768
relu,773955,48,0.022348362931615465,0.99598,0.07384146603333289,0.9775
relu,773955,49,0.021692665783873973,0.9958,0.07465120965960098,0.9771
relu,773955,50,0.02097899763835017,0.99634,0.07389355186750093,0.978
relu,773955,51,0.020398246048839434,0.9963,0.07416984945034329,0.9775
relu,773955,52,0.019688651562843645,0.99672,0.07450706723113719,0.9775
relu,773955,53,0.019166155709871992,0.99674,0.07464107541064124,0.9774
relu,773955,54,0.01844033145367085,0.99712,0.07365049198151472,0.9775
relu,773955,55,0.017864908756386008,0.99718,0.0759505376431574,0.9776
relu,773955,56,0.01728926569365243,0.9973,0.07422675878139436,0.9774
relu,773955,57,0.01692500699285247,0.99748,0.07458154619773591,0.9776
relu,773955,58,0.016235661977783065,0.99772,0.07305880285239406,0.9777
relu,773955,59,0.015756297098303552,0.99804,0.07334694630156319,0.9774
relu,773955,60,0.015364581530742712,0.99784,0.07465856352336782,0.9785
relu,773955,61,0.014969227042159763,0.99814,0.07391780511788792,0.978
relu,773955,62,0.01455587823953073,0.99822,0.07303035538363983,0.9774
relu,773955,63,0.014019234454527626,0.99838,0.0741859069714905,0.9782
relu,773955,64,0.013699640482286682,0.9985,0.07451533217434295,0.9777
relu,773955,65,0.013256058052819453,0.99866,0.07558849830315077,0.9775
relu,773955,66,0.01300884312278012,0.99876,0.07496006224664811,0.9777
relu,773955,67,0.012582521878557655,0.99872,0.07406402805387066,0.9783
relu,773955,68,0.012245964012434002,0.9987,0.07407110900984265,0.9779
relu,773955,69,0.01194426842451971,0.99894,0.07466736226013125,0.977
relu,773955,70,0.01162905694844192,0.99898,0.07416990090510378,0.9777
relu,773955,71,0.011343138006450693,0.99892,0.074858652619209,0.9774
relu,773955,72,0.010990244204726145,0.99898,0.07452653869372583,0.9786
relu,773955,73,0.010679078496737977,0.99918,0.07466071414090865,0.9778
relu,773955,74,0.01037249679504924,0.99912,0.07458397292311424,0.9779
relu,773955,75,0.010173750904046179,0.9991,0.07504657325825391,0.9772
relu,773955,76,0.009925157976369323,0.99926,0.07355158137935253,0.9786
relu,773955,77,0.009715852694611844,0.99924,0.07578555398090399,0.9781
relu,773955,78,0.00941612745820677,0.99932,0.07533562811810765,0.9775
relu,773955,79,0.009215065961822526,0.9994,0.07543514445690128,0.9784
relu,773955,80,0.009028094522677929,0.99932,0.07426904102298583,0.9789
relu,773955,81,0.008787906336656695,0.99948,0.0752201299225333,0.9782
relu,773955,82,0.008687126455456447,0.99946,0.07443158718055462,0.9781
relu,773955,83,0.008420066033837588,0.99954,0.07518499526222663,0.9782
relu,773955,84,0.008218895003512595,0.99956,0.0762907358644587,0.978
relu,773955,85,0.008020216579353161,0.99954,0.075181840703729,0.978
relu,773955,86,0.007822465355743989,0.99954,0.07583664763647668,0.9781
relu,773955,87,0.007666442327584274,0.99956,0.07666514625886095,0.9785
relu,773955,88,0.007467624344389886,0.99954,0.07594435003920254,0.978
relu,773955,89,0.00732015346374658,0.99968,0.07643642604279716,0.9781
relu,773955,90,0.007145864783838395,0.99968,0.07643279565969598,0.9781
relu,773955,91,0.007025908973797467,0.99964,0.07704826519112776,0.9782
relu,773955,92,0.006852150231283955,0.99968,0.07621998308628997,0.9779
relu,773955,93,0.006731357889250198,0.99968,0.07695630862469094,0.9775
relu,773955,94,0.006602243471364182,0.9997,0.07662557646424686,0.9778
relu,773955,95,0.0064418534729252155,0.9997,0.0764702208212877,0.9783
relu,773955,96,0.0063153820291510145,0.99976,0.07677795583653607,0.9781
relu,773955,97,0.006156409225998724,0.99978,0.0770676879332655,0.9775
relu,773955,98,0.006043251457002794,0.9998,0.0775784516497583,0.9783
relu,773955,99,0.0059357109063450705,0.99984,0.07726876066364392,0.9779
relu,773955,100,0.005817619477154203,0.99982,0.07739398352710858,0.9776
tanh,654571,1,0.808174097354861,0.79586,0.3768838860338929,0.8935
tanh,654571,2,0.3354704362700338,0.9052,0.30733612281777817,0.9105
tanh,654571,3,0.28875598160805493,0.91724,0.27631597666270113,0.9202
tanh,654571,4,0.25914745076945706,0.92568,0.2503963373795352,0.9269
tanh,654571,5,0.2340826303522067,0.93268,0.22590925477741367,0.9351
tanh,654571,6,0.21221000928676056,0.93998,0.2048587211593247,0.9408
tanh,654571,7,0.19377306286753376,0.9451,0.19311998207518466,0.9444
tanh,654571,8,0.1782326813109651,0.94974,0.18160347380370903,0.9467
tanh,654571,9,0.16512428357787462,0.9534,0.16829330573641085,0.9509
tanh,654571,10,0.15367414595594525,0.9563,0.15703690886481617,0.9544
tanh,654571,11,0.14341809006855,0.96002,0.1516420809618306,0.9562
tanh,654571,12,0.13454794565036485,0.9622,0.1429882832843032,0.9604
tanh,654571,13,0.12672303446984762,0.96398,0.13648492434273596,0.9615
tanh,654571,14,0.1197494506241611,0.96652,0.13318822835974903,0.9619
tanh,654571,15,0.11332345505400696,0.96836,0.12579138940542406,0.9647
tanh,654571,16,0.10768771960941853,0.96994,0.1253834503282954,0.964
tanh,654571,17,0.1023209094784162,0.97186,0.11884214255448555,0.9655
tanh,654571,18,0.0973187755982468,0.97346,0.11457221073877037,0.9666
tanh,654571,19,0.09275920726423224,0.97458,0.11143455945799749,0.9679
tanh,654571,20,0.08870316831983971,0.97572,0.10752248555820898,0.9684
tanh,654571,21,0.08471156536127092,0.97676,0.10603679387794128,0.9683
tanh,654571,22,0.08111111695952189,0.97772,0.10488057098323779,0.9689
tanh,654571,23,0.07772211337397894,0.97916,0.1017089702417221,0.9699
tanh,654571,24,0.07442174217990834,0.98026,0.0992983955453639,0.9702
tanh,654571,25,0.07149135272693255,0.98092,0.09775676829399334,0.9714
tanh,654571,26,0.06862016490410565,0.98176,0.09558637110136026,0.9711
tanh,654571,27,0.0659793422485261,0.98234,0.09323375337956688,0.9725
tanh,654571,28,0.06336450417786432,0.98314,0.0937556220942609,0.971
tanh,654571,29,0.061052341665020896,0.98402,0.09175142626427374,0.9724
tanh,654571,30,0.058694189979032224,0.98478,0.08924978203776389,0.9729
tanh,654571,31,0.056564475432278966,0.98552,0.08864257359541325,0.9731
tanh,654571,32,0.054427374456152575,0.98592,0.0876646459421977,0.9725
tanh,654571,33,0.05252787426608202,0.98666,0.08541560494341886,0.974
tanh,654571,34,0.050544598304909594,0.98736,0.08530047708938229,0.9736
tanh,654571,35,0.049057231521108316,0.98784,0.08389920818322712,0.9742
tanh,654571,36,0.04716977171196321,0.9882,0.0846613211654567,0.9743
tanh,654571,37,0.04560161529985004,0.98918,0.08304741956525535,0.9745
tanh,654571,38,0.04404249372291253,0.98988,0.08238751245163964,0.9751
tanh,654571,39,0.042603942552408,0.99028,0.0806428820507078,0.975
tanh,654571,40,0.04120631190134814,0.99046,0.08065465293895467,0.9758
tanh,654571,41,0.039937762427146015,0.99098,0.07914992739566576,0.9753
tanh,654571,42,0.038598197881587026,0.99136,0.07915691904022613,0.975
tanh,654571,43,0.03733985200124934,0.99162,0.07964950015354945,0.9756
tanh,654571,44,0.0361600488292042,0.9919,0.07987219217244576,0.9757
tanh,654571,45,0.034971067445673236,0.99232,0.07772389521473298,0.9757
tanh,654571,46,0.033781519206730976,0.99276,0.07785055399497376,0.9766
tanh,654571,47,0.032841226910234556,0.99332,0.07706408857522061,0.9765
tanh,654571,48,0.03194162656289025,0.99326,0.07611065542573568,0.9767
tanh,654571,49,0.030909328480305573,0.99392,0.07748821085289097,0.9752
tanh,654571,50,0.030003344969686204,0.99408,0.0762783127075812,0.9762
tanh,654571,51,0.029156547811614045,0.9943,0.0752035932033373,0.977
tanh,654571,52,0.028219586278209485,0.9947,0.0756935580587543,0.9769
tanh,654571,53,0.027435901362245982,0.9947,0.07488816345377401,0.9771
tanh,654571,54,0.026615060235678802,0.99526,0.07403488488028923,0.9773
tanh,654571,55,0.02589517072935574,0.99526,0.07381053245113205,0.9771
tanh,654571,56,0.025031112847841087,0.9955,0.07444473813887066,0.9772
tanh,654571,57,0.024444805586039897,0.996,0.07450808746549727,0.9767
tanh,654571,58,0.02369623261398496,0.9959,0.0740513918344939,0.977
tanh,654571,59,0.023082797594326018,0.99608,0.07333547280784351,0.9774
tanh,654571,60,0.022395457425012914,0.99648,0.07378886015684455,0.9764
tanh,654571,61,0.02179656974672279,0.99664,0.07368058030779444,0.977
tanh,654571,62,0.02122409284165506,0.99678,0.07393043530199443,0.9775
tanh,654571,63,0.020697838179816498,0.99674,0.0729863259456017,0.9778
tanh,654571,64,0.020050354240216443,0.99712,0.07291366663879259,0.9777
tanh,654571,65,0.019577800670288054,0.99716,0.07292591712399236,0.9774
tanh,654571,66,0.019012741060678462,0.9975,0.07294894269112585,0.9772
tanh,654571,67,0.018558667114683822,0.99756,0.07259329895686029,0.9778
tanh,654571,68,0.01806818352068686,0.99758,0.0729137459927477,0.977
tanh,654571,69,0.017676807754230604,0.99782,0.07281485003384291,0.9779
tanh,654571,70,0.017205434191349917,0.99792,0.072225220357976,0.9779
tanh,654571,71,0.016780377162340814,0.99806,0.07252469014782532,0.9777
tanh,654571,72,0.016422590088106735,0.99806,0.0724033035791185,0.9779
tanh,654571,73,0.015937386754332,0.99828,0.07159557625692231,0.9783
tanh,654571,74,0.015558031850413824,0.99848,0.0716450733810484,0.9781
tanh,654571,75,0.01523113127293159,0.99838,0.07171804835063322,0.9779
tanh,654571,76,0.014823329703039144,0.99838,0.07286381861942302,0.9775
tanh,654571,77,0.014431645378732314,0.9986,0.07183929590254799,0.9781
tanh,654571,78,0.014148734810705553,0.99852,0.07159125062268111,0.9782
tanh,654571,79,0.013761185689402619,0.99874,0.07208345120268639,0.978
tanh,654571,80,0.013537959549315534,0.99876,0.07149548503617609,0.9779
tanh,654571,81,0.013217033056944638,0.99876,0.07156083094055496,0.9781
tanh,654571,82,0.012915059034121257,0.99884,0.07181070895304921,0.9781
tanh,654571,83,0.012615342821514693,0.99896,0.07225026998058931,0.9779
tanh,654571,84,0.012374116567328125,0.9989,0.07183283537123435,0.9779
tanh,654571,85,0.012081705577264444,0.99908,0.07162716701600047,0.9779
