activation,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy
tanh,654571,86,0.011820889630663951,0.99906,0.07160301946862707,0.9781
tanh,654571,87,0.011548572507835609,0.99908,0.0720248444661498,0.9777
tanh,654571,88,0.011345148950373782,0.99908,0.0713019916625344,0.9779
tanh,654571,89,0.011076799333162501,0.99914,0.07188964680099959,0.9776
tanh,654571,90,0.010887957551578129,0.9992,0.0711815905075233,0.9775
tanh,654571,91,0.010624756095114424,0.9993,0.07141999382095726,0.978
tanh,654571,92,0.010444810987675803,0.99934,0.07186261400969875,0.9773
tanh,654571,93,0.010181733302331087,0.99944,0.07097066106833265,0.9783
tanh,654571,94,0.010030511588342414,0.99936,0.07156557360469754,0.9781
tanh,654571,95,0.009786230187781426,0.9994,0.07240848815042257,0.9782
tanh,654571,96,0.009616195983238976,0.99936,0.0715066149545226,0.9783
tanh,654571,97,0.0094118876653558,0.99952,0.07145075722394786,0.978
tanh,654571,98,0.009285905699032928,0.99952,0.07139083037211319,0.9783
tanh,654571,99,0.009099627102660744,0.99948,0.0718103335972427,0.9781
tanh,654571,100,0.008923578148404315,0.99946,0.07154808100475325,0.9777
tanh,89250,1,0.8035421978857338,0.80438,0.3724126539068425,0.894
tanh,89250,2,0.33614743850818396,0.90486,0.30141081411254533,0.913
tanh,89250,3,0.28837247149263695,0.91778,0.2688168317752024,0.922
tanh,89250,4,0.25871428273218755,0.92666,0.24748172246864752,0.9263
tanh,89250,5,0.23327399182137826,0.93362,0.22499917970258912,0.935
tanh,89250,6,0.2113322401426514,0.94056,0.2064389483990583,0.9405
tanh,89250,7,0.19276474274935576,0.9462,0.189195537712299,0.9449
tanh,89250,8,0.1767301311405548,0.95054,0.17751542495123185,0.948
tanh,89250,9,0.16239882976300288,0.95434,0.1667590697162071,0.9516
tanh,89250,10,0.15098448492015382,0.95758,0.15646112352943564,0.9546
tanh,89250,11,0.1404246279975112,0.96084,0.14745311729046112,0.957
tanh,89250,12,0.13121980940461123,0.9636,0.14103298983722098,0.96
tanh,89250,13,0.12338160869726171,0.96562,0.13495365154987843,0.9601
tanh,89250,14,0.11604982599421329,0.96766,0.12734969725535486,0.9637
tanh,89250,15,0.10960698066908463,0.97028,0.12448414241480728,0.9629
tanh,89250,16,0.10378473378482957,0.97158,0.12050644115647931,0.9645
tanh,89250,17,0.09826458335700841,0.97348,0.11533503237686754,0.9664
tanh,89250,18,0.09358359107867807,0.97466,0.11137814009892466,0.9666
tanh,89250,19,0.08889555114506759,0.97578,0.10817648486309875,0.9678
tanh,89250,20,0.08506127144859496,0.97676,0.10558350247859113,0.968
tanh,89250,21,0.08117753472945406,0.9782,0.10510390888118482,0.9682
tanh,89250,22,0.07755700440474814,0.9791,0.10047212426609117,0.97
tanh,89250,23,0.07412187527409161,0.98006,0.09841081917169237,0.9709
tanh,89250,24,0.0709868689150297,0.98106,0.09726823911242244,0.9706
tanh,89250,25,0.06820414902727405,0.98188,0.09543507492116382,0.9705
tanh,89250,26,0.06542381758739577,0.98254,0.09437898653936876,0.972
tanh,89250,27,0.06275224071195479,0.98362,0.09213885988797833,0.9721
tanh,89250,28,0.06025145462191399,0.98434,0.09099765217434751,0.9722
tanh,89250,29,0.05811797758277139,0.98494,0.089494690688465,0.9725
tanh,89250,30,0.056102710258117076,0.98586,0.08815848605979418,0.9722
tanh,89250,31,0.05394389785567375,0.98674,0.08765403931692166,0.9731
tanh,89250,32,0.052058928654704906,0.9869,0.0856411007023122,0.9727
tanh,89250,33,0.05026482765918128,0.98754,0.08584469076245935,0.973
tanh,89250,34,0.04834921492036315,0.98812,0.08387176751735252,0.9746
tanh,89250,35,0.04691555360368624,0.98846,0.08281820998264648,0.9746
tanh,89250,36,0.04531857392250018,0.98914,0.08244771462155723,0.9744
tanh,89250,37,0.0436934372830522,0.98966,0.08178173613129158,0.9738
tanh,89250,38,0.04232737099198411,0.9899,0.08060526040311013,0.9764
tanh,89250,39,0.04098161776384067,0.99026,0.0800423207958246,0.9757
tanh,89250,40,0.03959654162593925,0.9913,0.08096841072862458,0.9752
tanh,89250,41,0.03835994492785176,0.9913,0.07862578030532602,0.976
tanh,89250,42,0.03711794999070515,0.99172,0.07906429522560966,0.9759
tanh,89250,43,0.036100930166429325,0.99212,0.07766755988706348,0.976
tanh,89250,44,0.03487786160559415,0.99246,0.07777491711266686,0.9751
tanh,89250,45,0.03375779405797227,0.99302,0.07802601226805499,0.9758
tanh,89250,46,0.03281496883436372,0.99328,0.0774626713069659,0.9766
tanh,89250,47,0.031761071353122304,0.99352,0.07816098697560593,0.9751
tanh,89250,48,0.030908251044677086,0.99384,0.07549162452244594,0.9759
tanh,89250,49,0.030014632485225966,0.99424,0.07454542308297119,0.9768
tanh,89250,50,0.0291468652487878,0.99422,0.07458405745794593,0.977
tanh,89250,51,0.02831883767869084,0.9946,0.07474910467052961,0.9767
tanh,89250,52,0.02755281498091901,0.99498,0.07462268967604074,0.9767
tanh,89250,53,0.026624986280155753,0.99498,0.07445600950236449,0.9775
tanh,89250,54,0.02590214483753014,0.99532,0.0743682233596724,0.9767
tanh,89250,55,0.025263167569868343,0.9955,0.07440765370590927,0.9766
tanh,89250,56,0.024464773719322944,0.99578,0.07446004970149254,0.9775
tanh,89250,57,0.023888582725426946,0.9957,0.07242598657121713,0.9768
tanh,89250,58,0.023251175541512067,0.9961,0.07325565475899865,0.9775
tanh,89250,59,0.02252892544003946,0.99642,0.07218700403355949,0.9773
tanh,89250,60,0.02196478284241012,0.99664,0.07169516058250673,0.9777
tanh,89250,61,0.021414477967389458,0.99662,0.07144020619653538,0.9775
tanh,89250,62,0.020868557999263876,0.99706,0.07139634085960765,0.9775
tanh,89250,63,0.02026449155238643,0.99704,0.07169726278534112,0.978
tanh,89250,64,0.019782320046974926,0.99724,0.07169944883159668,0.9784
tanh,89250,65,0.019294165777670503,0.99742,0.07151829783851915,0.9778
tanh,89250,66,0.018794473693110172,0.99758,0.07195669373756257,0.977
tanh,89250,67,0.01828642726510151,0.99764,0.07158866941143203,0.9784
tanh,89250,68,0.017846837425424956,0.9977,0.0707206180979944,0.9781
tanh,89250,69,0.017413072108339214,0.99776,0.07139458174377002,0.9783
tanh,89250,70,0.016997128160123828,0.99782,0.07171687462825638,0.9778
tanh,89250,71,0.016595713956794773,0.99788,0.07062437355899921,0.9782
tanh,89250,72,0.016176331745588354,0.99804,0.0713615714066294,0.978
tanh,89250,73,0.015686916580075316,0.99836,0.07103263554424334,0.9782
tanh,89250,74,0.015469239288188812,0.99816,0.0709511541756799,0.9776
tanh,89250,75,0.01503361179044651,0.99858,0.07118797996955843,0.9779
tanh,89250,76,0.014668899555522303,0.99852,0.07045989835402412,0.9786
tanh,89250,77,0.014402039388675089,0.99868,0.07020962326980741,0.9786
tanh,89250,78,0.014031389524238104,0.99876,0.07041349280520912,0.9785
tanh,89250,79,0.01376333682942997,0.9986,0.07049668134575501,0.9776
tanh,89250,80,0.013407707066113458,0.99884,0.07084470457104451,0.9782
tanh,89250,81,0.013123392011792807,0.99888,0.07034017134151634,0.9782
tanh,89250,82,0.012827903125073817,0.99892,0.07085995566850417,0.9782
tanh,89250,83,0.012541108080418988,0.99898,0.07138724649816683,0.9781
tanh,89250,84,0.012316251825035186,0.99898,0.07079082546489125,0.9785
tanh,89250,85,0.012048798088008732,0.99916,0.07060698853561884,0.9784
tanh,89250,86,0.011778371830242322,0.99902,0.07041406356948875,0.9792
tanh,89250,87,0.011517831580404493,0.99924,0.07085196905710238,0.9786
tanh,89250,88,0.011249384684622506,0.99918,0.07097163816526222,0.9787
tanh,89250,89,0.01106986079538997,0.99916,0.06980213052331818,0.9794
tanh,89250,90,0.010831202417787572,0.99928,0.070650801521971,0.9786
tanh,89250,91,0.010609721106729478,0.99924,0.06991996835358438,0.9795
tanh,89250,92,0.01039650216782822,0.9993,0.06994726956219208,0.9787
tanh,89250,93,0.010192299996068426,0.99936,0.06996618732935853,0.9794
tanh,89250,94,0.00998677920071853,0.9994,0.07012256473093031,0.9794
tanh,89250,95,0.00978293549045206,0.99934,0.07010487223334662,0.9794
tanh,89250,96,0.009613214888322697,0.99938,0.07044157031791845,0.9794
tanh,89250,97,0.009418942787467566,0.99946,0.07059376159410137,0.9795
tanh,89250,98,0.009201559933876904,0.99946,0.07039155048440077,0.9792
tanh,89250,99,0.009072555057757599,0.99946,0.07036066744418752,0.9798
tanh,89250,100,0.00887759064906268,0.99952,0.07072695713076478,0.9788
tanh,773955,1,0.8024521334357699,0.809,0.374177324850799,0.8969
tanh,773955,2,0.33508147762326057,0.90442,0.30360155567962105,0.9118
tanh,773955,3,0.2886877271787157,0.91722,0.2749851586723654,0.917
tanh,773955,4,0.2580833536680169,0.92606,0.25049970264504967,0.9263
tanh,773955,5,0.23264441301948977,0.93398,0.2221210106831972,0.9366
tanh,773955,6,0.2109913280432378,0.94102,0.20447417667789494,0.9397
tanh,773955,7,0.19209108688547097,0.94608,0.19228293833333063,0.9441
tanh,773955,8,0.17658433049516262,0.95048,0.17721941051381165,0.948
tanh,773955,9,0.1630611173884434,0.9544,0.1677504412605346,0.9511
tanh,773955,10,0.15150827033221623,0.9572,0.16041200705625203,0.9525
tanh,773955,11,0.1413715032041142,0.9604,0.14915838037465,0.9559
tanh,773955,12,0.13212805137062852,0.96312,0.14222605293187462,0.9582
tanh,773955,13,0.1240773748728951,0.96538,0.13585303477491945,0.9593
tanh,773955,14,0.11698739431320952,0.96762,0.12840945717672045,0.9626
tanh,773955,15,0.11056335914349107,0.96906,0.12387124169694776,0.9637
tanh,773955,16,0.10477731247123796,0.97102,0.12013891584459854,0.9665
tanh,773955,17,0.09929681185292472,0.97252,0.11563719473120919,0.9663
tanh,773955,18,0.09449012985416555,0.97344,0.11393230895651728,0.9675
tanh,773955,19,0.09022827410546388,0.97534,0.10956830952821366,0.9676
tanh,773955,20,0.08583306313692281,0.97644,0.10516112886236756,0.9698
tanh,773955,21,0.08189209253989119,0.9778,0.10507200471427496,0.9706
tanh,773955,22,0.07843965667879274,0.97848,0.10069710840127608,0.9709
tanh,773955,23,0.07487113583167496,0.97964,0.09939075290119516,0.9722
tanh,773955,24,0.07207661253255135,0.9802,0.09859710390010093,0.9715
tanh,773955,25,0.06915006282555376,0.98142,0.09557434213787708,0.9731
tanh,773955,26,0.06635065979270298,0.98222,0.09393984786476911,0.9722
tanh,773955,27,0.06380422808496279,0.98328,0.0916312228498328,0.9736
tanh,773955,28,0.06131166469475554,0.98392,0.08931064087196595,0.9748
tanh,773955,29,0.058828280540914595,0.98448,0.09004775845008217,0.9741
tanh,773955,30,0.05668038708601064,0.98524,0.08905852697396534,0.974
tanh,773955,31,0.054705392027178924,0.98588,0.08673421972683354,0.9747
tanh,773955,32,0.05272685043864874,0.98656,0.08497602791756097,0.9757
tanh,773955,33,0.050911098909091845,0.98708,0.08287107030850685,0.9767
tanh,773955,34,0.04899630360481265,0.98762,0.08542819674876566,0.9738
tanh,773955,35,0.04751165405096905,0.988,0.08144697489116787,0.9759
tanh,773955,36,0.04590797785710019,0.9886,0.08070137532826885,0.9771
tanh,773955,37,0.04430046483327667,0.98916,0.08166690850481093,0.9766
tanh,773955,38,0.04269613444214382,0.98972,0.07973976425933231,0.977
tanh,773955,39,0.0415051043077663,0.99016,0.0785071415315265,0.9768
tanh,773955,40,0.04012611811533307,0.99092,0.07882132653387397,0.9767
tanh,773955,41,0.038720509428650324,0.99118,0.07897707194994359,0.9767
tanh,773955,42,0.0375344648378953,0.9915,0.0780045610036649,0.9766
tanh,773955,43,0.03630694990958825,0.9921,0.07696300288996871,0.9773
tanh,773955,44,0.03516728577321525,0.9925,0.07604384150021369,0.9778
tanh,773955,45,0.0341923075939224,0.99252,0.076810942390694,0.9777
tanh,773955,46,0.03303048156584629,0.99274,0.07648660681065596,0.9776
tanh,773955,47,0.0321257741549377,0.99318,0.07550746579002668,0.9775
tanh,773955,48,0.031083973745829066,0.99356,0.07529395316600873,0.9771
tanh,773955,49,0.030119404229582265,0.9939,0.07524958206869088,0.9776
tanh,773955,50,0.02927156938365602,0.99416,0.07437380870006216,0.9782
tanh,773955,51,0.028407289380961948,0.99452,0.07515966740849327,0.9779
tanh,773955,52,0.0276679969556464,0.9947,0.07443591988775182,0.978
tanh,773955,53,0.026892450971261465,0.99498,0.07415742901930557,0.9781
tanh,773955,54,0.026017249512815446,0.99516,0.07395238987299832,0.9786
tanh,773955,55,0.02535448909033455,0.99514,0.07397701151538934,0.9778
tanh,773955,56,0.024622615199134126,0.99546,0.07283378651960659,0.9784
tanh,773955,57,0.02391308593278272,0.9959,0.07269086286749786,0.9791
tanh,773955,58,0.023264274172693913,0.99588,0.07141809967474655,0.9786
tanh,773955,59,0.022638269332096485,0.99622,0.07216224551061728,0.979
tanh,773955,60,0.021992167753075723,0.99646,0.07206610094842222,0.9782
tanh,773955,61,0.0214365624191516,0.9966,0.07234098946304324,0.9792
tanh,773955,62,0.02087872142706137,0.99684,0.07159015437122851,0.9782
tanh,773955,63,0.020219409027567532,0.99704,0.07254629036674334,0.9783
tanh,773955,64,0.01984236439620175,0.99718,0.07198649274959297,0.9786
tanh,773955,65,0.019273009979816676,0.99744,0.07260320850952949,0.9788
tanh,773955,66,0.018864653037921127,0.99744,0.07209987403510529,0.9784
tanh,773955,67,0.018371890734481873,0.9975,0.07189376186505163,0.9789
tanh,773955,68,0.017861354981507427,0.99762,0.07142986996377058,0.9786
tanh,773955,69,0.0174944415085949,0.998,0.07179049936172407,0.9791
tanh,773955,70,0.016980252340928967,0.99798,0.0714985790681021,0.9792
tanh,773955,71,0.016588182788332517,0.9981,0.0714633769056974,0.9789
tanh,773955,72,0.01619821986712383,0.99832,0.07105830351085514,0.9793
tanh,773955,73,0.01578870549601627,0.99828,0.07088339601517717,0.9791
tanh,773955,74,0.015414212533905746,0.99828,0.07055857955907963,0.9793
tanh,773955,75,0.01504955148536248,0.99846,0.07100962908238279,0.9791
tanh,773955,76,0.014751097476512062,0.9986,0.07004832327468394,0.9794
tanh,773955,77,0.014427326978263837,0.99862,0.07162985909755953,0.979
tanh,773955,78,0.014070782525388511,0.99866,0.07090127800048596,0.9794
tanh,773955,79,0.013772289778897894,0.9987,0.07134590685203161,0.9796
tanh,773955,80,0.01349728210563187,0.99882,0.07032358530125969,0.979
tanh,773955,81,0.013157005307273003,0.9988,0.07016523872783707,0.979
tanh,773955,82,0.012929192040303891,0.99884,0.07016375326844237,0.9794
tanh,773955,83,0.012629733691140944,0.99886,0.0701453571632523,0.9785
tanh,773955,84,0.012368795548504842,0.99898,0.07091301455889913,0.9789
tanh,773955,85,0.012079714048278829,0.99908,0.07015836157716956,0.9795
tanh,773955,86,0.01187321609990644,0.99912,0.07095876893147864,0.9787
tanh,773955,87,0.011617349957820104,0.9991,0.0709865410139129,0.979
tanh,773955,88,0.011350227502784136,0.99908,0.07103594980429506,0.9789
tanh,773955,89,0.011149996489246562,0.99922,0.07066265099300265,0.9793
tanh,773955,90,0.01090332210873112,0.9993,0.07050993970426883,0.9791
tanh,773955,91,0.010701595555280042,0.99926,0.0712354913526378,0.9787
tanh,773955,92,0.010471445315958994,0.99936,0.07050311284978593,0.979
tanh,773955,93,0.010290583228422604,0.99936,0.07100580832795253,0.9798
tanh,773955,94,0.010105014499385967,0.9993,0.07094823810281557,0.9797
tanh,773955,95,0.009914435588439864,0.99946,0.0701437380888998,0.9791
tanh,773955,96,0.009717637585213953,0.9994,0.0707961068472607,0.9792
tanh,773955,97,0.009540562867088074,0.99952,0.07064589659012875,0.979
tanh,773955,98,0.009338623128953472,0.99946,0.07057912746310903,0.9788
tanh,773955,99,0.009199861274843563,0.99948,0.07070887722398753,0.9789
tanh,773955,100,0.009046441861118346,0.99952,0.07083015893532146,0.9791
sigmoid,654571,1,1.8905736809974891,0.39956,1.102396958823922,0.7087
sigmoid,654571,2,0.755890607052821,0.81214,0.5710078234011834,0.8467
sigmoid,654571,3,0.4907645897495287,0.87102,0.4347367772689987,0.8827
sigmoid,654571,4,0.4055775496236208,0.88996,0.37641425132255796,0.8955
sigmoid,654571,5,0.36384204673101167,0.89942,0.344552369910631,0.9025
sigmoid,654571,6,0.3385004529342375,0.9044,0.32254784978083634,0.9073
sigmoid,654571,7,0.3207040326375144,0.9089,0.3109748531616071,0.9115
sigmoid,654571,8,0.3069456238833688,0.91218,0.2967630319622367,0.9134
sigmoid,654571,9,0.29540840171642135,0.9155,0.28658442790945554,0.9168
sigmoid,654571,10,0.2856581159621275,0.9181,0.27714636461658365,0.9195
sigmoid,654571,11,0.2768549148913724,0.92118,0.2712498634984037,0.9211
sigmoid,654571,12,0.2685108050747178,0.9232,0.2632683223856319,0.924
sigmoid,654571,13,0.260835093097065,0.92542,0.25629050742434784,0.9246
sigmoid,654571,14,0.2537208252419762,0.92716,0.2506026177092642,0.9269
sigmoid,654571,15,0.24677411300012345,0.92936,0.24350768977216772,0.9305
sigmoid,654571,16,0.24001898644584552,0.93096,0.24033968693022156,0.9296
sigmoid,654571,17,0.23380108704309951,0.93334,0.2325851564787955,0.933
sigmoid,654571,18,0.2274192426069043,0.93484,0.22772872454648888,0.9327
sigmoid,654571,19,0.22158968964546566,0.93678,0.22109135021346218,0.9363
sigmoid,654571,20,0.21597163919091333,0.93838,0.2162092081894823,0.9378
sigmoid,654571,21,0.21068997109582438,0.93998,0.21188696677816146,0.9394
sigmoid,654571,22,0.20551833126502567,0.9415,0.20869788618939475,0.9388
sigmoid,654571,23,0.20060528704015404,0.94346,0.20391803702959121,0.9411
sigmoid,654571,24,0.1959007512737245,0.94458,0.19881954876189037,0.9433
sigmoid,654571,25,0.19150408735968072,0.94558,0.19665143501481458,0.9437
sigmoid,654571,26,0.187396638109733,0.9471,0.19179235753435628,0.9457
sigmoid,654571,27,0.18330912587374085,0.94824,0.18749954497270965,0.9466
sigmoid,654571,28,0.1792308545218473,0.9491,0.18675026173111647,0.9463
sigmoid,654571,29,0.17567070620245323,0.94996,0.18212521879392018,0.9482
sigmoid,654571,30,0.17205047383990302,0.95154,0.17816014927451987,0.9485
sigmoid,654571,31,0.16855652755940206,0.95246,0.1758988182103053,0.9497
sigmoid,654571,32,0.1652009243586103,0.95304,0.17254936062924156,0.9503
sigmoid,654571,33,0.16206626544287087,0.95364,0.1698993351812586,0.9508
sigmoid,654571,34,0.15892010876277388,0.95506,0.16735773292027536,0.9516
sigmoid,654571,35,0.1560882359131633,0.9559,0.1652575319989125,0.9515
sigmoid,654571,36,0.15308651649726396,0.95672,0.16236821305514146,0.9526
sigmoid,654571,37,0.15037729594245594,0.95788,0.1594718466996114,0.9533
sigmoid,654571,38,0.14753779723923124,0.9585,0.15909108500936064,0.9541
sigmoid,654571,39,0.14516072146098918,0.95898,0.15535224956869575,0.9548
sigmoid,654571,40,0.14254808193306692,0.95984,0.1535283335245023,0.9559
sigmoid,654571,41,0.14027530398381782,0.96026,0.15169953894092467,0.956
sigmoid,654571,42,0.13780456403922212,0.96176,0.14948160926938192,0.9568
sigmoid,654571,43,0.13556979451170567,0.96172,0.14797028810487498,0.9573
sigmoid,654571,44,0.13342528301455026,0.96238,0.14586224954708946,0.9579
sigmoid,654571,45,0.13108703833154742,0.96346,0.1441423697311624,0.9578
sigmoid,654571,46,0.12906471596073907,0.96358,0.1423979593765071,0.9581
sigmoid,654571,47,0.12710716781205483,0.96402,0.1417579917336158,0.9588
sigmoid,654571,48,0.12512377150288048,0.96494,0.1389097736486081,0.9586
sigmoid,654571,49,0.12329749608315235,0.96534,0.13872974581050887,0.96
sigmoid,654571,50,0.12138765613674617,0.96624,0.13621876721833423,0.9602
sigmoid,654571,51,0.11963096875489271,0.96678,0.13442439650533952,0.9605
sigmoid,654571,52,0.11778428956929468,0.9676,0.1330838621582132,0.9608
sigmoid,654571,53,0.11615198242603697,0.9676,0.13145432675029703,0.9614
sigmoid,654571,54,0.11449692174277548,0.96818,0.12993072300356903,0.9619
sigmoid,654571,55,0.11285695275456503,0.96858,0.12903270284259474,0.9622
sigmoid,654571,56,0.11122919866449081,0.9693,0.1280513732657551,0.9622
sigmoid,654571,57,0.10972165324265166,0.96954,0.12679970112346417,0.9622
sigmoid,654571,58,0.10820107271189056,0.97044,0.1256422376517401,0.9629
sigmoid,654571,59,0.10678307935867051,0.97062,0.12430714053204127,0.9638
sigmoid,654571,60,0.10531989396497213,0.9714,0.12348362199309576,0.9642
sigmoid,654571,61,0.1039196226982445,0.9714,0.12252931090864319,0.9644
sigmoid,654571,62,0.10264540039333518,0.97184,0.12136151863602646,0.9645
sigmoid,654571,63,0.10122037700322359,0.97224,0.12059547592466584,0.9644
sigmoid,654571,64,0.09980241875962716,0.9726,0.11909626849317952,0.9645
sigmoid,654571,65,0.09864009257351537,0.97318,0.11843434918261261,0.9657
sigmoid,654571,66,0.09743256336962919,0.97366,0.1168609770809079,0.966
sigmoid,654571,67,0.0962403957954596,0.97378,0.11651105592391095,0.9655
sigmoid,654571,68,0.09489667205826184,0.97416,0.11580100147163057,0.966
sigmoid,654571,69,0.09384690040459194,0.97442,0.11461528688538865,0.9666
sigmoid,654571,70,0.09269614707521963,0.9749,0.11391459248605963,0.9668
sigmoid,654571,71,0.09160088517289494,0.97538,0.11367615703862957,0.9666
sigmoid,654571,72,0.09053535419456148,0.97548,0.11264902222433838,0.9676
sigmoid,654571,73,0.08940148660977473,0.97572,0.11133560494754947,0.9678
sigmoid,654571,74,0.08831228220012519,0.97618,0.10988757505303827,0.968
sigmoid,654571,75,0.08726988431026655,0.97618,0.10969652407279386,0.9679
sigmoid,654571,76,0.08624492437788268,0.97634,0.10943996373610915,0.9678
sigmoid,654571,77,0.08517783360241421,0.97706,0.10805110292086388,0.9683
sigmoid,654571,78,0.08419096449115936,0.97728,0.10790671422387337,0.9682
sigmoid,654571,79,0.08322689140970693,0.9775,0.10653043390536118,0.9685
sigmoid,654571,80,0.08241691422943719,0.97764,0.10632231975719175,0.9683
sigmoid,654571,81,0.08143919186259894,0.9778,0.10490896751930641,0.9691
sigmoid,654571,82,0.08054609441455264,0.978,0.10473005061500605,0.9693
sigmoid,654571,83,0.07969270467883598,0.97852,0.10457676587322869,0.9689
sigmoid,654571,84,0.07874581378112099,0.97886,0.10397067387544634,0.9693
sigmoid,654571,85,0.07796693286472797,0.97898,0.10266774872933632,0.9698
sigmoid,654571,86,0.07715239993612164,0.9791,0.10195810428614377,0.9704
sigmoid,654571,87,0.07621028410388098,0.9796,0.1018172373180561,0.9702
sigmoid,654571,88,0.0754438829441698,0.97964,0.1005353995483479,0.9703
sigmoid,654571,89,0.07463953153004901,0.98008,0.10035064048582795,0.9701
sigmoid,654571,90,0.07388846878630786,0.97994,0.09970939255202313,0.9709
sigmoid,654571,91,0.07308190106597467,0.9803,0.09845565288859084,0.971
sigmoid,654571,92,0.07223313890088343,0.98054,0.09894438320474767,0.9703
sigmoid,654571,93,0.07150156795106405,0.98084,0.09805945371437688,0.9702
sigmoid,654571,94,0.07076100692604552,0.98068,0.09767817107066391,0.9709
sigmoid,654571,95,0.07000498593162262,0.98126,0.0974903930395993,0.9711
sigmoid,654571,96,0.069239957018504,0.98134,0.0963895246758413,0.9719
sigmoid,654571,97,0.06852109590568978,0.98178,0.0965446883202882,0.9713
sigmoid,654571,98,0.06790676505615623,0.98208,0.09538630192156668,0.9719
sigmoid,654571,99,0.06718334785886644,0.98184,0.09575506011013372,0.9714
sigmoid,654571,100,0.06649628197671266,0.9825,0.09462984686485898,0.9721
sigmoid,89250,1,1.8797408224808367,0.40366,1.0946635844058095,0.7205
sigmoid,89250,2,0.7497650833351341,0.81144,0.5638009173545675,0.8471
sigmoid,89250,3,0.4876278077569375,0.87138,0.430496030672712,0.884
sigmoid,89250,4,0.4045087606739292,0.8902,0.37640303338025566,0.8949
sigmoid,89250,5,0.36348341761387715,0.89832,0.34413426960165133,0.9018
sigmoid,89250,6,0.33843474291164866,0.90418,0.3238688200057296,0.9068
sigmoid,89250,7,0.32070871490664177,0.90886,0.3087163998787386,0.9128
sigmoid,89250,8,0.3069025982974867,0.91228,0.2974476130348019,0.9145
sigmoid,89250,9,0.2953030674900083,0.91518,0.2887450611622834,0.9148
sigmoid,89250,10,0.286012464489675,0.91754,0.2780446552750218,0.9191
sigmoid,89250,11,0.27701362663773393,0.91976,0.27005886700076265,0.9206
sigmoid,89250,12,0.26878999785153074,0.92278,0.2642863845359134,0.9219
sigmoid,89250,13,0.261479504830891,0.92476,0.2575151044655409,0.924
sigmoid,89250,14,0.25429974107857917,0.92674,0.2498551624130929,0.926
sigmoid,89250,15,0.2474854405631058,0.92898,0.2449095343314222,0.9278
sigmoid,89250,16,0.2411638615574441,0.93098,0.2393823453740325,0.9298
sigmoid,89250,17,0.2347145674001211,0.93352,0.23520421963808835,0.9309
sigmoid,89250,18,0.2290323367855865,0.93452,0.22715737107637915,0.9335
sigmoid,89250,19,0.22305157159826605,0.93642,0.22235222141737532,0.9353
sigmoid,89250,20,0.21764079708031073,0.93736,0.2183158060731173,0.9359
sigmoid,89250,21,0.2123161378703787,0.9395,0.21356836236294002,0.9376
sigmoid,89250,22,0.20725730012482155,0.94114,0.20829269159483393,0.9403
sigmoid,89250,23,0.20229136724148683,0.94264,0.20526096946556405,0.9403
sigmoid,89250,24,0.19758997568822786,0.94386,0.2010916943185066,0.9409
sigmoid,89250,25,0.19304459077090108,0.9453,0.19653544547831334,0.9432
sigmoid,89250,26,0.1886165298801887,0.9465,0.19300263913049537,0.9441
sigmoid,89250,27,0.18449897829175993,0.9476,0.18923634672558448,0.945
sigmoid,89250,28,0.1803513830339122,0.94904,0.18529260841539724,0.9455
sigmoid,89250,29,0.17675927339158395,0.94986,0.18302610386262078,0.9471
sigmoid,89250,30,0.17306031311282843,0.9513,0.17967829444853062,0.9474
sigmoid,89250,31,0.16946261412306393,0.95196,0.17578907436415758,0.9479
sigmoid,89250,32,0.1660597741590158,0.95266,0.1729560444884036,0.9493
sigmoid,89250,33,0.162750916671886,0.954,0.17109366841770082,0.9508
sigmoid,89250,34,0.1594711196233714,0.9547,0.16737616288180096,0.9506
sigmoid,89250,35,0.15644250247705593,0.95578,0.16472245127339982,0.9523
sigmoid,89250,36,0.15340029293324833,0.9562,0.16227875784362328,0.9528
sigmoid,89250,37,0.15056813665095295,0.9574,0.15945838807051022,0.9534
sigmoid,89250,38,0.14760809517764356,0.95846,0.15779251577589115,0.9535
sigmoid,89250,39,0.14509754503677455,0.959,0.15533179267204,0.9545
sigmoid,89250,40,0.1423485571654147,0.96006,0.1541223759388493,0.9544
sigmoid,89250,41,0.1398278415507526,0.96034,0.1505843599691744,0.9553
sigmoid,89250,42,0.13740834506711336,0.96146,0.14973362122084186,0.9561
sigmoid,89250,43,0.13507007939663984,0.96176,0.14648692875659852,0.9567
sigmoid,89250,44,0.13260647914784812,0.96238,0.14584959605902786,0.9561
sigmoid,89250,45,0.13053126498064055,0.96314,0.14340833305412784,0.9575
sigmoid,89250,46,0.12836147188070463,0.96362,0.1425086798084249,0.9592
sigmoid,89250,47,0.12621254472912985,0.9643,0.14022176530974204,0.959
sigmoid,89250,48,0.12420748070597012,0.96488,0.13749788077448252,0.9585
sigmoid,89250,49,0.12224532586378922,0.966,0.1356693806734966,0.9592
sigmoid,89250,50,0.12031741192474057,0.96662,0.1348226326911768,0.9597
sigmoid,89250,51,0.11851031881475535,0.96706,0.13374158738623435,0.9597
sigmoid,89250,52,0.1166747249602889,0.96752,0.13251498701446504,0.9606
sigmoid,89250,53,0.1149028050179803,0.96814,0.13167651717557297,0.9605
sigmoid,89250,54,0.11321518163094323,0.9686,0.12948897795715808,0.962
sigmoid,89250,55,0.11150082642016318,0.96924,0.1278825156382457,0.9607
